trade_id,signal_day
0,52
1,53
2,33
3,48
4,78
5,84
6,89
7,112
8,117
9,96
10,123
11,138
12,127
13,160
14,140
15,158
16,175
17,212
18,190
19,227
20,220
21,217
22,235
23,238
24,252
25,236
26,236
27,234
28,253
29,256
30,281
31,280
32,296
33,292
34,299
35,296
36,310
37,302
38,327
39,327
40,323
41,343
42,358
43,362
44,366
45,370
46,397
47,390
48,377
49,388
50,399
51,432
52,394
53,427
54,432
55,438
56,433
57,460
58,479
59,497
60,514
61,497
62,503
63,544
64,542
65,555
66,548
67,579
68,602
69,600
70,636
71,635
72,651
73,664
74,659
75,656
76,679
77,652
78,679
79,671
80,722
81,701
82,714
83,722
84,726
85,722
86,739
87,736
88,749
89,747
