day,close
0,395.65
1,395.24
2,389.21
3,387.63
4,387.53
5,394.04
6,400.65
7,403.28
8,405.87
9,407.34
10,409.4
11,408.25
12,403.33
13,411.12
14,412.58
15,403.13
16,400.7
17,402.81
18,399.79
19,394.91
20,387.67
21,390.78
22,382.41
23,385.81
24,377.1
25,371.83
26,372.33
27,372.75
28,371.76
29,373.57
30,375.36
31,375.34
32,377.98
33,381.38
34,379.94
35,374.93
36,372.8
37,366.14
38,366.85
39,366.19
40,368.54
41,364.18
42,368.06
43,364.71
44,361.09
45,357.97
46,355.18
47,355.09
48,358.14
49,360.04
50,359.89
51,367.69
52,369.62
53,374.8
54,373.22
55,370.83
56,368.94
57,373.48
58,380.96
59,379.79
60,378.28
61,378.7
62,379.6
63,377.89
64,372.0
65,366.95
66,371.16
67,372.92
68,371.87
69,373.3
70,371.33
71,370.49
72,375.76
73,383.21
74,381.14
75,382.84
76,380.94
77,388.43
78,383.44
79,376.67
80,379.94
81,380.02
82,379.01
83,380.07
84,381.02
85,379.58
86,378.97
87,377.89
88,376.96
89,382.3
90,378.01
91,380.54
92,380.27
93,381.15
94,380.81
95,377.32
96,370.18
97,362.94
98,366.59
99,371.65
100,370.14
101,366.91
102,360.85
103,363.55
104,359.99
105,354.2
106,353.49
107,355.22
108,353.6
109,355.85
110,349.76
111,345.34
112,347.05
113,342.43
114,339.56
115,338.71
116,339.45
117,344.98
118,342.43
119,342.06
120,336.84
121,331.41
122,333.01
123,333.14
124,336.4
125,337.36
126,338.68
127,335.45
128,339.99
129,341.9
130,349.66
131,346.96
132,350.56
133,347.97
134,354.35
135,357.27
136,361.18
137,366.91
138,366.66
139,370.49
140,365.0
141,365.68
142,365.6
143,365.64
144,359.96
145,358.62
146,361.2
147,353.16
148,350.26
149,347.85
150,347.18
151,348.89
152,349.01
153,354.31
154,356.94
155,350.92
156,351.49
157,354.12
158,351.84
159,355.75
160,362.47
161,362.34
162,364.59
163,357.21
164,354.52
165,358.51
166,354.48
167,355.6
168,357.93
169,357.27
170,361.45
171,360.13
172,366.63
173,359.62
174,358.66
175,357.3
176,357.65
177,362.29
178,358.67
179,362.25
180,361.5
181,360.19
182,356.4
183,357.65
184,363.9
185,361.83
186,359.21
187,352.1
188,344.6
189,339.91
190,342.15
191,338.37
192,334.12
193,331.9
194,330.39
195,325.82
196,320.2
197,320.49
198,322.81
199,320.58
200,322.77
201,325.16
202,327.76
203,331.31
204,329.96
205,328.17
206,325.38
207,328.76
208,330.6
209,322.96
210,324.92
211,327.89
212,328.16
213,328.17
214,329.82
215,330.18
216,327.26
217,334.36
218,336.55
219,337.91
220,329.8
221,331.75
222,326.85
223,330.53
224,330.5
225,334.08
226,333.23
227,332.9
228,337.36
229,339.32
230,338.26
231,341.54
232,334.35
233,334.99
234,333.52
235,340.69
236,341.22
237,337.27
238,339.65
239,334.3
240,331.89
241,335.37
242,341.09
243,337.41
244,339.07
245,338.21
246,337.72
247,340.63
248,345.72
249,347.28
250,347.28
251,346.0
252,344.19
253,348.8
254,355.05
255,355.62
256,358.05
257,366.29
258,362.46
259,354.62
260,352.92
261,358.79
262,355.66
263,351.34
264,351.41
265,354.11
266,349.39
267,351.32
268,353.48
269,356.66
270,358.18
271,360.35
272,356.99
273,361.94
274,365.18
275,366.75
276,360.75
277,358.23
278,349.25
279,350.85
280,352.71
281,348.75
282,354.24
283,361.13
284,362.63
285,360.87
286,366.99
287,364.75
288,368.76
289,363.7
290,370.41
291,370.02
292,364.68
293,362.8
294,364.62
295,361.81
296,361.49
297,364.8
298,366.92
299,371.09
300,370.84
301,367.0
302,368.61
303,377.18
304,375.04
305,366.95
306,373.36
307,377.34
308,372.28
309,366.81
310,362.11
311,359.88
312,363.74
313,359.61
314,357.74
315,354.0
316,354.4
317,353.06
318,353.85
319,357.83
320,365.24
321,363.47
322,364.23
323,357.83
324,365.93
325,364.52
326,362.89
327,360.84
328,360.45
329,363.04
330,360.82
331,360.23
332,359.15
333,353.4
334,349.35
335,348.49
336,353.72
337,354.54
338,356.81
339,356.21
340,356.48
341,355.1
342,355.22
343,358.43
344,358.98
345,361.99
346,363.57
347,361.06
348,355.92
349,353.86
350,352.39
351,352.47
352,352.42
353,347.77
354,341.25
355,342.83
356,346.42
357,349.88
358,353.65
359,350.22
360,347.28
361,343.96
362,343.32
363,347.85
364,351.16
365,343.66
366,345.53
367,337.99
368,341.4
369,343.2
370,346.98
371,356.68
372,351.89
373,348.82
374,349.48
375,353.83
376,353.33
377,351.05
378,352.19
379,350.4
380,349.69
381,344.66
382,346.56
383,339.22
384,346.21
385,349.53
386,346.58
387,341.19
388,345.25
389,337.07
390,335.7
391,338.27
392,340.51
393,343.33
394,345.84
395,349.07
396,353.58
397,352.94
398,355.53
399,355.89
400,357.04
401,349.88
402,348.55
403,347.52
404,342.52
405,343.27
406,344.53
407,348.14
408,353.33
409,346.26
410,344.06
411,343.17
412,343.19
413,348.86
414,351.91
415,348.43
416,346.73
417,343.96
418,342.83
419,339.98
420,345.22
421,338.5
422,338.83
423,342.39
424,343.24
425,339.83
426,342.28
427,340.58
428,340.93
429,340.72
430,343.86
431,340.38
432,339.46
433,338.78
434,334.0
435,334.51
436,332.71
437,332.59
438,330.1
439,333.4
440,328.99
441,328.13
442,328.57
443,329.29
444,328.43
445,324.65
446,329.34
447,334.67
448,333.59
449,334.15
450,336.79
451,341.21
452,342.73
453,341.3
454,339.49
455,342.44
