trade_id,day,leg,bid,ask
0,2,short,6.831,6.924
0,2,long,4.983,5.07
0,3,short,7.09,7.183
0,3,long,4.983,5.07
0,4,short,6.825,6.919
0,4,long,4.983,5.07
0,5,short,6.852,6.946
0,5,long,4.983,5.07
0,6,short,6.868,6.961
0,6,long,4.983,5.07
0,7,short,6.877,6.971
0,7,long,4.983,5.07
0,8,short,6.736,6.83
0,8,long,4.983,5.07
0,9,short,6.697,6.791
0,9,long,4.983,5.07
0,10,short,6.789,6.882
0,10,long,4.983,5.07
0,13,short,6.457,6.551
0,13,long,4.983,5.07
0,14,short,6.451,6.544
0,14,long,4.983,5.07
0,15,short,6.547,6.641
0,15,long,4.983,5.07
0,16,short,6.515,6.608
0,16,long,4.983,5.07
0,17,short,6.475,6.569
0,17,long,4.983,5.07
0,18,short,6.52,6.614
0,18,long,4.983,5.07
0,19,short,6.738,6.831
0,19,long,4.983,5.07
0,20,short,6.696,6.79
0,20,long,4.983,5.07
0,22,short,6.696,6.79
0,22,long,4.983,5.07
0,23,short,6.626,6.719
0,23,long,4.983,5.07
0,25,short,7.04,7.133
0,25,long,4.983,5.07
0,26,short,7.183,7.276
0,26,long,4.983,5.07
0,27,short,7.087,7.18
0,27,long,4.983,5.07
0,28,short,7.183,7.277
0,28,long,4.983,5.07
0,29,short,6.993,7.087
0,29,long,4.983,5.07
0,30,short,6.942,7.036
0,30,long,4.983,5.07
0,31,short,6.928,7.021
0,31,long,4.983,5.07
0,32,short,6.749,6.842
0,32,long,4.983,5.07
0,33,short,6.848,6.941
0,33,long,4.983,5.07
0,34,short,6.875,6.968
0,34,long,4.983,5.07
0,35,short,7.016,7.109
0,35,long,4.983,5.07
0,36,short,6.837,6.93
0,36,long,4.983,5.07
0,37,short,6.958,7.052
0,37,long,4.983,5.07
0,38,short,6.93,7.024
0,38,long,4.983,5.07
0,39,short,6.967,7.061
0,39,long,4.983,5.07
0,40,short,6.967,7.06
0,40,long,4.983,5.07
0,41,short,6.948,7.041
0,41,long,4.983,5.07
0,42,short,6.886,6.979
