trade_id,signal_day
0,23
1,27
2,37
3,69
4,48
5,64
6,69
7,64
8,120
9,125
10,136
11,124
12,166
13,183
14,179
15,164
16,171
17,185
18,186
19,200
20,210
21,219
22,231
23,229
24,262
25,270
26,293
27,274
28,288
29,290
30,322
31,298
32,309
33,344
34,341
35,360
36,357
37,380
38,389
39,389
40,383
41,401
42,431
43,461
44,479
45,488
46,494
47,464
48,478
49,506
50,513
51,512
52,507
53,549
54,531
55,530
56,543
57,540
58,570
59,600
60,616
61,621
62,606
63,610
64,613
65,643
66,651
67,623
68,620
69,624
70,656
71,650
72,651
73,659
74,637
75,665
76,653
77,678
78,692
79,707
80,701
81,735
82,740
83,741
84,736
85,739
86,743
87,751
88,751
89,754
