trade_id,signal_day
0,64
1,69
2,71
3,68
4,117
5,149
6,128
7,156
8,130
9,137
10,137
11,175
12,184
13,186
14,162
15,206
16,183
17,218
18,195
19,214
20,211
21,226
22,236
23,251
24,267
25,284
26,282
27,296
28,306
29,317
30,304
31,352
32,363
33,387
34,379
35,397
36,390
37,401
38,391
39,406
40,400
41,420
42,406
43,398
44,435
45,419
46,443
47,443
48,440
49,475
50,483
51,487
52,470
53,476
54,474
55,471
56,494
57,517
58,536
59,543
60,546
61,540
62,551
63,556
64,550
65,557
66,550
67,572
68,574
69,585
70,588
71,620
72,593
73,628
74,629
75,664
76,651
77,654
78,684
79,669
80,683
81,714
82,711
83,736
84,753
85,731
86,750
87,752
88,754
89,752
