trade_id,day,leg,bid,ask
0,12,short,6.136,6.221
0,12,long,4.694,4.783
0,13,short,6.114,6.2
0,13,long,4.694,4.783
0,14,short,6.078,6.164
0,15,short,6.041,6.126
0,15,long,4.694,4.783
0,16,short,5.927,6.012
0,16,long,4.694,4.783
0,17,short,5.873,5.959
0,17,long,4.694,4.783
0,18,short,5.901,5.987
0,18,long,4.694,4.783
0,19,short,5.776,5.861
0,19,long,4.694,4.783
0,20,short,5.963,6.049
0,20,long,4.694,4.783
0,21,short,6.139,6.225
0,21,long,4.694,4.783
0,22,short,6.2,6.285
0,22,long,4.694,4.783
0,23,short,6.107,6.192
0,23,long,4.694,4.783
0,24,short,5.848,5.934
0,24,long,4.694,4.783
0,25,short,5.764,5.85
0,26,short,5.806,5.891
0,26,long,4.694,4.783
0,27,short,5.872,5.957
0,27,long,4.694,4.783
0,28,short,5.884,5.97
0,28,long,4.694,4.783
0,29,short,5.996,6.082
0,29,long,4.694,4.783
0,30,short,5.89,5.976
0,30,long,4.694,4.783
0,31,short,6.013,6.099
0,31,long,4.694,4.783
0,32,short,5.765,5.851
0,32,long,4.694,4.783
0,34,short,5.783,5.869
0,34,long,4.694,4.783
0,35,short,5.762,5.847
0,35,long,4.694,4.783
0,36,short,5.843,5.928
0,36,long,4.694,4.783
0,37,short,5.804,5.89
0,38,short,5.932,6.018
0,38,long,4.694,4.783
0,39,short,5.788,5.874
0,39,long,4.694,4.783
0,40,short,5.873,5.959
0,40,long,4.694,4.783
0,41,short,5.949,6.035
0,41,long,4.694,4.783
0,42,short,5.934,6.02
0,42,long,4.694,4.783
0,43,short,5.924,6.01
0,43,long,4.694,4.783
0,44,short,6.064,6.15
0,44,long,4.694,4.783
0,45,short,6.073,6.158
0,45,long,4.694,4.783
0,46,short,6.158,6.244
0,46,long,4.694,4.783
0,47,short,5.77,5.856
0,47,long,4.694,4.783
0,48,short,5.792,5.878
0,48,long,4.694,4.783
0,49,short,5.864,5.95
0,49,long,4.694,4.783
0,50,short,5.886,5.972
0,50,long,4.694,4.783
0,51,short,5.892,5.978
0,51,long,4.694,4.783
0,52,short,5.916,6.001
0,53,short,5.932,6.018
0,53,long,4.694,4.783
0,54,short,5.734,5.82
0,54,long,4.694,4.783
0,55,short,5.731,5.817
0,55,long,4.694,4.783
0,56,short,5.838,5.924
0,56,long,4.694,4.783
0,57,short,5.831,5.917
0,57,long,4.694,4.783
0,58,short,5.835,5.921
0,58,long,4.694,4.783
0,59,short,5.844,5.929
0,59,long,4.694,4.783
0,61,short,5.695,5.781
0,61,long,4.694,4.783
0,62,short,5.53,5.616
0,62,long,4.694,4.783
0,63,short,5.559,5.645
0,63,long,4.694,4.783
0,64,short,5.935,6.021
0,64,long,4.694,4.783
0,65,short,6.059,6.144
0,65,long,4.694,4.783
0,66,short,6.089,6.174
0,66,long,4.694,4.783
0,67,short,6.081,6.167
0,67,long,4.694,4.783
0,68,short,6.24,6.325
0,68,long,4.694,4.783
0,69,short,6.182,6.268
0,69,long,4.694,4.783
0,70,short,6.283,6.369
0,70,long,4.694,4.783
0,71,short,6.258,6.344
0,71,long,4.694,4.783
1,34,short,5.912,5.978
1,34,long,4.068,4.125
1,35,short,5.86,5.926
1,35,long,4.068,4.125
1,36,short,5.758,5.824
1,36,long,4.068,4.125
1,37,short,5.94,6.005
1,37,long,4.068,4.125
1,38,short,5.928,5.994
1,38,long,4.068,4.125
1,39,short,5.916,5.982
1,39,long,4.068,4.125
1,40,short,5.852,5.918
1,40,long,4.068,4.125
1,41,short,5.865,5.93
1,41,long,4.068,4.125
1,42,short,6.127,6.192
1,42,long,4.068,4.125
1,43,short,6.231,6.297
1,43,long,4.068,4.125
1,44,short,6.139,6.204
1,44,long,4.068,4.125
1,45,short,5.962,6.028
1,45,long,4.068,4.125
1,46,short,6.017,6.082
1,46,long,4.068,4.125
1,47,short,5.741,5.806
1,47,long,4.068,4.125
1,48,short,5.853,5.919
1,48,long,4.068,4.125
1,49,short,6.09,6.156
1,49,long,4.068,4.125
1,50,short,6.254,6.319
1,50,long,4.068,4.125
1,51,short,5.951,6.017
1,51,long,4.068,4.125
1,52,short,5.86,5.926
1,52,long,4.068,4.125
1,53,short,5.954,6.02
1,53,long,4.068,4.125
1,54,short,5.731,5.797
1,54,long,4.068,4.125
1,56,short,6.006,6.071
1,56,long,4.068,4.125
1,57,short,6.128,6.194
1,57,long,4.068,4.125
1,58,short,5.915,5.981
1,58,long,4.068,4.125
1,59,short,5.773,5.839
1,59,long,4.068,4.125
1,60,short,5.55,5.616
1,60,long,4.068,4.125
1,62,short,5.59,5.655
1,62,long,4.068,4.125
1,63,short,5.535,5.601
1,63,long,4.068,4.125
1,64,short,5.599,5.665
1,64,long,4.068,4.125
1,65,short,5.479,5.544
1,65,long,4.068,4.125
1,66,short,5.547,5.612
1,66,long,4.068,4.125
1,67,short,5.679,5.745
1,67,long,4.068,4.125
1,68,short,5.833,5.899
1,68,long,4.068,4.125
1,69,short,5.9,5.966
1,69,long,4.068,4.125
1,70,short,6.078,6.144
1,70,long,4.068,4.125
1,71,short,6.22,6.285
1,71,long,4.068,4.125
1,72,short,5.974,6.04
1,72,long,4.068,4.125
1,73,short,6.067,6.132
1,73,long,4.068,4.125
1,74,short,6.049,6.114
1,74,long,4.068,4.125
1,75,short,5.952,6.018
1,75,long,4.068,4.125
1,76,short,5.899,5.965
1,76,long,4.068,4.125
1,77,short,5.948,6.014
1,77,long,4.068,4.125
1,78,short,6.055,6.121
1,78,long,4.068,4.125
1,79,short,5.921,5.986
1,79,long,4.068,4.125
1,80,short,5.977,6.043
1,80,long,4.068,4.125
1,81,short,6.109,6.175
1,81,long,4.068,4.125
1,82,short,6.079,6.144
1,83,short,6.199,6.265
1,83,long,4.068,4.125
1,84,short,6.248,6.314
1,84,long,4.068,4.125
1,85,short,6.126,6.191
1,85,long,4.068,4.125
1,86,short,6.208,6.273
1,86,long,4.068,4.125
1,87,short,6.28,6.345
1,87,long,4.068,4.125
1,89,short,6.346,6.412
1,89,long,4.068,4.125
1,90,short,6.189,6.254
1,91,short,5.981,6.046
1,91,long,4.068,4.125
1,92,short,6.08,6.145
1,92,long,4.068,4.125
1,93,short,6.068,6.133
1,93,long,4.068,4.125
2,45,short,7.06,7.171
2,45,long,5.013,5.109
2,46,short,7.172,7.282
2,46,long,5.013,5.109
2,47,short,6.887,6.997
2,47,long,5.013,5.109
2,48,short,7.028,7.139
2,48,long,5.013,5.109
2,49,short,7.246,7.357
2,49,long,5.013,5.109
2,50,short,7.223,7.334
2,50,long,5.013,5.109
2,51,short,7.05,7.161
2,52,short,7.086,7.197
2,52,long,5.013,5.109
2,53,short,7.321,7.431
2,53,long,5.013,5.109
2,54,short,7.135,7.246
2,54,long,5.013,5.109
2,56,short,6.982,7.093
2,56,long,5.013,5.109
2,58,short,6.889,7.0
2,58,long,5.013,5.109
2,59,short,6.756,6.867
2,59,long,5.013,5.109
2,60,short,6.717,6.828
2,61,short,6.588,6.698
2,61,long,5.013,5.109
