trade_id,day,leg,bid,ask
0,12,short,7.637,7.756
0,12,long,5.192,5.238
0,13,short,7.93,8.05
0,13,long,5.192,5.238
0,14,short,7.879,7.998
0,14,long,5.192,5.238
0,15,short,7.708,7.827
0,15,long,5.192,5.238
0,16,short,7.622,7.741
0,16,long,5.192,5.238
0,17,short,7.577,7.697
0,17,long,5.192,5.238
0,18,short,7.289,7.408
0,18,long,5.192,5.238
0,19,short,7.253,7.372
0,19,long,5.192,5.238
0,20,short,7.225,7.344
0,20,long,5.192,5.238
0,21,short,7.036,7.155
0,21,long,5.192,5.238
0,22,short,7.426,7.545
0,22,long,5.192,5.238
0,23,short,7.571,7.69
0,23,long,5.192,5.238
0,24,short,7.465,7.584
0,24,long,5.192,5.238
0,25,short,7.502,7.621
0,25,long,5.192,5.238
0,26,short,7.456,7.575
0,26,long,5.192,5.238
0,27,short,7.506,7.625
0,27,long,5.192,5.238
0,28,short,7.32,7.439
0,28,long,5.192,5.238
0,29,short,7.408,7.527
0,29,long,5.192,5.238
0,30,short,7.303,7.422
0,30,long,5.192,5.238
0,31,short,7.617,7.736
0,31,long,5.192,5.238
0,32,short,7.567,7.687
0,32,long,5.192,5.238
0,34,short,7.544,7.663
0,34,long,5.192,5.238
0,35,short,7.439,7.558
0,35,long,5.192,5.238
0,36,short,7.518,7.637
0,36,long,5.192,5.238
0,37,short,7.46,7.579
0,37,long,5.192,5.238
0,38,short,7.462,7.581
0,38,long,5.192,5.238
0,40,short,7.656,7.776
0,40,long,5.192,5.238
0,41,short,7.483,7.602
0,41,long,5.192,5.238
0,42,short,7.567,7.686
0,42,long,5.192,5.238
0,43,short,7.588,7.707
0,43,long,5.192,5.238
0,44,short,7.406,7.525
0,44,long,5.192,5.238
0,46,short,7.446,7.566
0,46,long,5.192,5.238
0,47,short,7.65,7.77
0,47,long,5.192,5.238
0,48,short,7.394,7.513
0,48,long,5.192,5.238
0,50,short,7.479,7.598
0,50,long,5.192,5.238
0,51,short,7.504,7.623
0,51,long,5.192,5.238
0,52,short,7.525,7.644
0,52,long,5.192,5.238
