day,close
0,398.71
1,396.7
2,404.22
3,413.21
4,414.04
5,408.47
6,409.49
7,409.8
8,405.99
9,413.0
10,417.67
11,411.37
12,415.51
13,409.16
14,407.33
15,403.49
16,400.33
17,400.46
18,398.49
19,397.23
20,403.13
21,401.92
22,403.91
23,397.27
24,398.23
25,401.42
26,402.08
27,399.61
28,404.38
29,411.02
30,411.82
31,419.25
32,425.5
33,426.95
34,428.73
35,433.57
36,436.66
37,431.8
38,431.07
39,436.95
40,430.41
41,430.49
42,427.19
43,429.07
44,432.82
45,438.87
46,447.03
47,453.6
48,451.19
49,451.71
50,454.92
51,453.0
52,451.0
53,447.02
54,450.85
55,445.07
56,449.3
57,446.72
58,458.3
59,455.59
60,456.91
61,461.96
62,454.97
63,450.62
64,451.31
65,449.53
66,447.2
67,444.71
68,444.8
69,441.77
70,448.76
71,444.67
72,450.93
73,455.85
74,457.09
75,454.69
76,454.71
77,460.41
78,465.33
79,464.89
80,469.03
81,466.94
82,474.34
83,482.72
84,478.63
85,483.58
86,495.81
87,494.21
88,491.56
89,486.76
90,486.74
91,475.31
92,472.33
93,464.17
94,461.26
95,460.54
96,458.17
97,464.72
98,456.91
99,452.54
100,444.9
101,444.24
102,439.23
103,436.6
104,444.32
105,442.46
106,442.12
107,442.35
108,442.85
109,445.17
110,447.32
111,443.87
112,443.51
113,440.78
114,433.01
115,433.7
116,435.24
117,434.16
118,437.13
119,425.22
120,429.22
121,426.1
122,419.29
123,415.39
124,410.41
125,408.53
126,410.12
127,412.83
128,407.34
129,404.13
130,410.82
131,417.28
132,419.79
133,423.72
134,418.88
135,418.71
136,418.81
137,415.26
138,419.55
139,420.5
140,420.72
141,425.65
142,429.52
143,438.28
144,429.24
145,429.58
146,432.79
147,433.58
148,433.21
149,431.83
150,427.41
151,427.44
152,437.54
153,437.82
154,442.68
155,443.74
156,438.29
157,443.29
158,441.25
159,437.04
160,432.43
161,426.18
162,429.72
163,427.34
164,427.48
165,428.7
166,431.18
167,422.79
168,427.63
169,435.0
170,435.44
171,441.86
172,437.16
173,437.28
174,432.52
175,436.98
176,438.61
177,441.8
178,446.02
179,444.36
180,450.28
181,457.32
182,455.73
183,461.44
184,462.27
185,465.46
186,457.37
187,455.94
188,461.62
189,466.98
190,465.13
191,468.11
192,471.96
193,469.7
194,468.43
195,463.68
196,469.93
197,475.39
198,474.98
199,468.92
200,469.88
201,472.36
202,475.65
203,470.04
204,466.47
205,463.54
206,474.33
207,469.85
208,472.03
209,472.28
210,479.84
211,483.14
212,490.94
213,493.7
214,490.88
215,482.89
216,486.3
217,494.95
218,489.72
219,487.95
220,487.94
221,488.76
222,478.04
223,468.35
224,468.25
225,466.09
226,469.23
227,473.85
228,468.06
229,471.1
230,470.27
231,468.52
232,465.01
233,467.7
234,472.48
235,475.72
236,481.47
237,487.8
238,479.99
239,482.83
240,484.89
241,481.89
242,481.27
243,476.35
244,475.34
245,472.9
246,484.39
247,492.04
248,500.7
249,511.41
250,509.04
251,509.48
252,510.69
253,489.81
254,487.97
255,488.64
256,492.25
257,489.9
258,485.57
259,485.45
260,477.72
261,479.74
262,480.47
263,480.04
264,480.76
265,487.73
266,483.11
267,483.13
268,487.63
269,477.49
270,480.92
271,480.28
272,481.91
273,488.92
274,493.63
275,498.17
276,494.3
277,494.26
278,491.89
279,492.0
280,493.84
281,493.43
282,502.98
283,502.94
284,499.27
285,499.9
286,502.58
287,503.42
288,498.77
289,509.16
290,510.24
291,510.91
292,515.93
293,511.87
294,515.29
295,506.97
296,495.52
297,495.83
298,492.29
299,494.6
300,492.52
301,496.36
302,504.04
303,498.14
304,507.54
305,503.97
306,509.28
307,506.29
308,513.03
309,515.47
310,524.47
311,522.51
312,532.73
313,534.56
314,536.79
315,535.76
316,534.08
317,530.47
318,535.93
319,529.15
320,534.06
321,524.65
322,524.65
323,529.59
324,539.99
325,540.61
326,543.96
327,543.46
328,546.35
329,538.81
330,534.9
331,548.9
332,547.34
333,544.7
334,550.04
335,544.6
336,549.13
337,547.03
338,548.96
339,548.31
340,556.7
341,568.42
342,580.75
343,579.2
344,582.92
345,588.89
346,591.07
347,591.42
348,598.82
349,607.08
350,609.77
351,608.71
352,610.51
353,615.31
354,631.1
355,634.07
356,622.72
357,617.97
358,616.41
359,619.88
360,619.87
361,615.99
362,626.03
363,621.24
364,621.65
365,615.92
366,613.94
367,619.53
368,613.39
369,613.51
370,618.61
371,614.76
372,613.92
373,611.2
374,611.05
375,611.62
376,604.27
377,604.83
378,597.1
379,592.13
380,590.42
381,582.44
382,589.18
383,586.77
384,583.11
385,586.66
386,585.46
387,579.33
388,579.75
389,581.85
390,586.1
391,572.53
392,558.86
393,568.78
394,559.49
395,562.05
396,552.53
397,557.79
398,562.96
399,565.34
400,568.02
401,568.45
402,580.07
403,583.3
404,578.81
405,578.31
406,582.6
407,581.78
408,572.03
409,572.31
410,572.92
411,578.1
412,577.85
413,578.2
414,569.93
415,564.08
416,562.16
417,551.19
418,545.48
419,543.53
420,541.28
421,536.45
422,542.64
423,548.63
424,553.39
425,548.2
426,541.28
427,542.81
428,546.08
429,542.48
430,533.41
431,529.55
432,530.96
433,538.63
434,538.87
435,549.57
436,550.37
437,553.03
438,556.55
439,556.35
440,556.57
441,548.17
442,549.29
443,548.97
444,547.77
445,551.7
446,562.21
447,566.94
448,568.95
449,575.92
450,576.45
451,579.78
452,580.69
453,579.13
454,566.88
455,563.81
456,553.75
457,566.9
458,572.31
459,571.64
460,571.94
461,576.34
462,574.6
463,583.22
464,576.51
465,575.71
466,574.04
467,577.84
468,572.51
469,571.98
470,557.89
471,551.98
472,554.29
473,559.22
474,556.91
475,552.0
476,555.27
477,552.81
478,553.78
479,558.67
480,554.73
481,556.43
482,546.2
483,543.11
484,542.46
485,537.46
486,541.34
487,536.82
488,535.79
489,530.22
490,525.29
491,514.95
492,507.56
493,509.58
494,508.98
495,501.09
496,499.64
497,505.38
498,510.24
499,513.04
500,518.42
501,513.46
502,506.22
503,510.02
504,507.63
505,502.71
506,493.83
507,495.22
508,487.03
509,479.59
510,479.4
511,480.14
512,480.38
513,485.93
514,484.22
515,493.46
516,488.17
517,485.75
518,484.69
519,491.17
520,484.63
521,476.79
522,474.91
523,473.58
524,470.15
525,468.17
526,470.85
527,474.74
528,472.51
529,474.04
530,476.66
531,477.41
532,476.01
533,472.67
534,467.01
535,461.07
536,461.07
537,458.79
538,461.24
539,464.53
540,460.56
541,455.37
542,457.75
543,456.28
544,444.85
545,444.66
546,433.43
547,432.19
548,430.78
549,431.12
550,440.23
551,435.48
552,441.82
553,436.07
554,440.5
555,448.82
556,448.99
557,445.73
558,442.6
559,445.82
560,446.51
561,450.96
562,459.19
563,464.14
564,471.74
565,479.28
566,471.18
567,475.15
568,471.43
569,476.58
570,473.1
571,478.19
572,468.43
573,461.69
574,459.32
575,462.0
576,465.92
577,477.47
578,471.73
579,468.94
580,476.45
581,480.46
582,478.57
583,469.57
584,478.12
585,473.07
586,488.07
587,488.28
588,487.89
589,491.01
590,487.71
591,481.35
592,487.66
593,484.43
594,485.53
595,476.69
596,477.24
597,461.37
598,461.48
599,460.24
600,465.11
601,471.97
602,477.67
603,473.58
604,477.66
605,476.13
606,472.97
607,473.84
608,475.24
609,471.69
610,476.58
611,477.83
612,482.19
613,480.62
614,482.65
615,485.02
616,483.78
617,482.13
618,495.81
619,494.76
620,494.36
621,488.56
622,490.94
623,485.78
624,501.24
625,500.99
626,508.24
627,514.64
628,517.87
629,513.5
630,505.65
631,499.23
632,503.99
633,502.62
634,509.2
635,509.79
636,512.89
637,511.14
638,505.92
639,501.11
640,499.86
641,500.95
642,501.74
643,500.7
644,501.96
645,497.24
646,489.91
647,488.28
648,492.84
649,485.47
650,488.03
651,492.38
652,492.94
653,497.68
654,494.17
655,501.07
656,490.72
657,496.15
658,495.33
659,489.08
660,484.6
661,483.79
662,478.83
