trade_id,day,leg,bid,ask
0,26,short,9.154,9.247
0,26,long,6.358,6.426
0,27,short,9.1,9.193
0,27,long,6.358,6.426
0,28,short,9.149,9.241
0,28,long,6.358,6.426
0,29,short,9.266,9.359
0,30,short,9.357,9.45
0,30,long,6.358,6.426
0,31,short,9.215,9.308
0,31,long,6.358,6.426
0,32,short,9.275,9.368
0,32,long,6.358,6.426
0,33,short,9.169,9.262
0,33,long,6.358,6.426
0,34,short,9.077,9.17
0,34,long,6.358,6.426
0,35,short,9.298,9.391
0,35,long,6.358,6.426
0,36,short,9.247,9.34
0,36,long,6.358,6.426
0,37,short,9.104,9.197
0,37,long,6.358,6.426
0,38,short,9.026,9.119
0,38,long,6.358,6.426
0,39,short,9.095,9.188
0,39,long,6.358,6.426
0,40,short,8.929,9.022
0,40,long,6.358,6.426
0,41,short,9.313,9.406
0,41,long,6.358,6.426
0,42,short,9.227,9.32
0,42,long,6.358,6.426
0,43,short,9.148,9.241
0,43,long,6.358,6.426
0,44,short,9.124,9.217
0,44,long,6.358,6.426
0,45,short,9.21,9.303
0,45,long,6.358,6.426
0,46,short,9.176,9.269
0,46,long,6.358,6.426
0,47,short,9.082,9.175
0,47,long,6.358,6.426
0,48,short,9.055,9.148
0,48,long,6.358,6.426
0,49,short,8.849,8.942
0,49,long,6.358,6.426
0,50,short,8.925,9.017
0,50,long,6.358,6.426
0,51,short,8.749,8.842
0,51,long,6.358,6.426
0,52,short,8.844,8.937
0,52,long,6.358,6.426
0,53,short,8.792,8.885
0,53,long,6.358,6.426
0,54,short,8.882,8.974
0,54,long,6.358,6.426
0,55,short,8.872,8.965
0,55,long,6.358,6.426
0,56,short,8.853,8.946
0,56,long,6.358,6.426
0,57,short,8.884,8.977
0,57,long,6.358,6.426
0,58,short,8.7,8.793
0,58,long,6.358,6.426
0,59,short,8.743,8.836
0,59,long,6.358,6.426
0,60,short,8.899,8.991
0,60,long,6.358,6.426
0,61,short,8.934,9.027
0,61,long,6.358,6.426
0,62,short,9.088,9.181
0,62,long,6.358,6.426
0,63,short,9.025,9.118
0,63,long,6.358,6.426
0,64,short,8.85,8.943
0,64,long,6.358,6.426
0,65,short,8.828,8.921
0,65,long,6.358,6.426
0,66,short,8.81,8.903
0,66,long,6.358,6.426
0,67,short,8.855,8.948
0,68,short,8.804,8.897
0,68,long,6.358,6.426
0,69,short,8.888,8.981
0,69,long,6.358,6.426
0,70,short,8.893,8.986
0,70,long,6.358,6.426
0,71,short,8.732,8.825
0,71,long,6.358,6.426
0,72,short,8.843,8.936
0,73,short,8.816,8.909
0,73,long,6.358,6.426
0,74,short,8.808,8.901
0,74,long,6.358,6.426
0,75,short,9.135,9.228
0,75,long,6.358,6.426
0,76,short,9.057,9.15
0,76,long,6.358,6.426
0,77,short,8.977,9.07
0,77,long,6.358,6.426
0,79,short,9.197,9.29
0,79,long,6.358,6.426
0,80,short,9.541,9.634
0,80,long,6.358,6.426
0,81,short,9.727,9.82
0,81,long,6.358,6.426
0,82,short,9.705,9.798
0,82,long,6.358,6.426
0,83,short,9.417,9.51
0,83,long,6.358,6.426
0,84,short,9.512,9.605
0,84,long,6.358,6.426
0,85,short,9.351,9.443
0,85,long,6.358,6.426
1,33,short,6.789,6.849
1,33,long,5.048,5.13
1,34,short,6.722,6.783
1,34,long,5.048,5.13
1,35,short,6.672,6.733
1,35,long,5.048,5.13
1,36,short,6.587,6.648
1,36,long,5.048,5.13
1,37,short,6.536,6.597
1,37,long,5.048,5.13
1,38,short,6.563,6.624
1,38,long,5.048,5.13
1,39,short,6.686,6.747
1,39,long,5.048,5.13
1,40,short,6.596,6.657
1,40,long,5.048,5.13
1,41,short,6.654,6.714
1,41,long,5.048,5.13
1,42,short,6.66,6.721
1,42,long,5.048,5.13
1,43,short,6.549,6.61
1,43,long,5.048,5.13
1,44,short,6.436,6.497
1,44,long,5.048,5.13
1,45,short,6.364,6.424
1,45,long,5.048,5.13
1,46,short,6.418,6.479
1,46,long,5.048,5.13
1,47,short,6.437,6.497
1,47,long,5.048,5.13
1,48,short,6.37,6.431
1,48,long,5.048,5.13
1,49,short,6.337,6.398
1,49,long,5.048,5.13
1,50,short,6.473,6.533
1,50,long,5.048,5.13
1,51,short,6.756,6.817
1,51,long,5.048,5.13
1,52,short,6.611,6.672
1,52,long,5.048,5.13
1,53,short,6.604,6.665
1,53,long,5.048,5.13
1,54,short,6.6,6.661
1,54,long,5.048,5.13
1,55,short,6.521,6.582
1,55,long,5.048,5.13
1,56,short,6.462,6.523
1,56,long,5.048,5.13
