trade_id,day,leg,bid,ask
0,1,short,6.7,6.766
0,1,long,3.96,4.054
0,2,short,6.678,6.745
0,2,long,3.96,4.054
0,3,short,6.597,6.664
0,3,long,3.96,4.054
0,4,short,6.658,6.725
0,4,long,3.96,4.054
0,5,short,6.583,6.65
0,5,long,3.96,4.054
0,6,short,6.754,6.821
0,6,long,3.96,4.054
0,7,short,6.699,6.765
0,7,long,3.96,4.054
0,8,short,6.749,6.816
0,8,long,3.96,4.054
0,9,short,6.865,6.932
0,9,long,3.96,4.054
0,10,short,6.834,6.901
0,10,long,3.96,4.054
0,11,short,6.894,6.961
0,11,long,3.96,4.054
0,12,short,6.859,6.926
0,12,long,3.96,4.054
0,13,short,6.836,6.902
0,13,long,3.96,4.054
0,14,short,6.834,6.901
0,14,long,3.96,4.054
0,15,short,6.902,6.968
0,15,long,3.96,4.054
0,16,short,6.976,7.043
0,16,long,3.96,4.054
0,17,short,6.992,7.059
0,17,long,3.96,4.054
0,18,short,6.987,7.054
0,18,long,3.96,4.054
0,19,short,6.805,6.872
0,19,long,3.96,4.054
0,20,short,6.63,6.697
0,20,long,3.96,4.054
0,21,short,6.634,6.7
0,21,long,3.96,4.054
0,22,short,6.414,6.481
0,22,long,3.96,4.054
0,23,short,6.384,6.451
0,23,long,3.96,4.054
0,24,short,6.414,6.481
0,24,long,3.96,4.054
0,25,short,6.517,6.583
0,25,long,3.96,4.054
0,26,short,6.503,6.57
0,26,long,3.96,4.054
0,27,short,6.327,6.394
0,27,long,3.96,4.054
0,28,short,6.258,6.325
0,28,long,3.96,4.054
0,29,short,6.459,6.526
0,29,long,3.96,4.054
0,30,short,6.399,6.466
0,30,long,3.96,4.054
0,31,short,6.321,6.388
0,31,long,3.96,4.054
0,32,short,6.359,6.425
0,32,long,3.96,4.054
0,34,short,6.468,6.535
0,34,long,3.96,4.054
0,35,short,6.631,6.698
0,35,long,3.96,4.054
0,36,short,6.51,6.577
0,36,long,3.96,4.054
0,37,short,6.569,6.636
0,37,long,3.96,4.054
0,38,short,6.7,6.766
0,38,long,3.96,4.054
0,39,short,6.708,6.775
0,39,long,3.96,4.054
0,40,short,6.72,6.786
0,40,long,3.96,4.054
0,41,short,6.666,6.733
0,41,long,3.96,4.054
0,42,short,6.819,6.886
0,42,long,3.96,4.054
0,43,short,6.683,6.75
0,43,long,3.96,4.054
0,44,short,6.654,6.721
0,44,long,3.96,4.054
0,45,short,6.641,6.707
0,45,long,3.96,4.054
0,46,short,6.648,6.715
0,46,long,3.96,4.054
0,47,short,6.534,6.601
0,47,long,3.96,4.054
0,48,short,6.75,6.817
0,48,long,3.96,4.054
0,50,short,6.691,6.758
0,50,long,3.96,4.054
0,51,short,6.819,6.886
0,51,long,3.96,4.054
