trade_id,day,leg,bid,ask
0,0,short,7.827,7.915
0,0,long,6.202,6.266
0,1,short,7.665,7.754
0,1,long,6.202,6.266
0,2,short,7.546,7.634
0,2,long,6.202,6.266
0,3,short,7.574,7.663
0,3,long,6.202,6.266
0,4,short,7.772,7.86
0,4,long,6.202,6.266
0,5,short,7.939,8.028
0,5,long,6.202,6.266
0,6,short,8.045,8.134
0,6,long,6.202,6.266
0,8,short,8.069,8.158
0,8,long,6.202,6.266
0,11,short,7.988,8.077
0,11,long,6.202,6.266
0,12,short,8.061,8.149
0,12,long,6.202,6.266
0,13,short,8.129,8.217
0,14,short,8.117,8.205
0,14,long,6.202,6.266
0,15,short,8.072,8.16
0,15,long,6.202,6.266
0,16,short,7.945,8.033
0,16,long,6.202,6.266
0,17,short,7.77,7.858
0,17,long,6.202,6.266
0,18,short,7.625,7.713
0,18,long,6.202,6.266
0,19,short,7.687,7.775
0,19,long,6.202,6.266
0,20,short,7.766,7.854
0,20,long,6.202,6.266
0,21,short,7.836,7.924
0,21,long,6.202,6.266
0,22,short,7.939,8.027
0,22,long,6.202,6.266
0,23,short,7.724,7.812
0,23,long,6.202,6.266
0,24,short,7.635,7.723
0,24,long,6.202,6.266
0,25,short,7.789,7.877
0,25,long,6.202,6.266
0,26,short,7.719,7.808
0,26,long,6.202,6.266
0,27,short,7.757,7.845
0,27,long,6.202,6.266
0,29,short,7.903,7.991
0,29,long,6.202,6.266
0,30,short,7.99,8.078
0,30,long,6.202,6.266
0,31,short,8.024,8.112
0,31,long,6.202,6.266
0,32,short,8.245,8.333
0,32,long,6.202,6.266
0,34,short,8.193,8.281
0,34,long,6.202,6.266
0,35,short,8.285,8.374
0,35,long,6.202,6.266
0,36,short,8.489,8.577
0,36,long,6.202,6.266
0,38,short,8.296,8.384
0,38,long,6.202,6.266
0,39,short,8.066,8.154
0,39,long,6.202,6.266
0,40,short,7.872,7.96
0,40,long,6.202,6.266
0,41,short,7.712,7.8
0,41,long,6.202,6.266
0,42,short,7.785,7.873
0,42,long,6.202,6.266
0,43,short,8.0,8.089
0,43,long,6.202,6.266
0,44,short,7.941,8.029
0,44,long,6.202,6.266
0,45,short,8.08,8.169
0,45,long,6.202,6.266
0,46,short,8.062,8.15
0,46,long,6.202,6.266
0,47,short,8.182,8.27
0,47,long,6.202,6.266
0,48,short,8.081,8.169
0,48,long,6.202,6.266
0,49,short,7.99,8.079
0,49,long,6.202,6.266
0,50,short,8.053,8.141
0,50,long,6.202,6.266
0,52,short,7.841,7.929
0,52,long,6.202,6.266
0,53,short,8.052,8.14
0,53,long,6.202,6.266
0,54,short,7.776,7.864
0,54,long,6.202,6.266
0,55,short,7.654,7.742
0,55,long,6.202,6.266
0,56,short,7.728,7.816
0,56,long,6.202,6.266
0,57,short,7.691,7.779
0,57,long,6.202,6.266
0,58,short,7.625,7.713
0,58,long,6.202,6.266
0,59,short,7.881,7.969
0,59,long,6.202,6.266
1,17,short,8.502,8.573
