trade_id,day,leg,bid,ask
0,2,short,7.334,7.434
0,2,long,4.636,4.725
0,3,short,7.095,7.195
0,3,long,4.636,4.725
0,4,short,7.035,7.135
0,4,long,4.636,4.725
0,5,short,6.797,6.897
0,5,long,4.636,4.725
0,6,short,6.821,6.921
0,6,long,4.636,4.725
0,8,short,7.094,7.193
0,8,long,4.636,4.725
0,9,short,7.107,7.206
0,9,long,4.636,4.725
0,10,short,7.279,7.379
0,10,long,4.636,4.725
0,11,short,7.266,7.365
0,11,long,4.636,4.725
0,14,short,7.178,7.278
0,14,long,4.636,4.725
0,15,short,7.377,7.477
0,15,long,4.636,4.725
0,16,short,7.307,7.407
0,16,long,4.636,4.725
0,17,short,7.197,7.297
0,17,long,4.636,4.725
0,18,short,7.087,7.186
0,18,long,4.636,4.725
0,19,short,7.22,7.32
0,19,long,4.636,4.725
0,20,short,7.045,7.144
0,20,long,4.636,4.725
0,21,short,6.956,7.056
0,21,long,4.636,4.725
0,22,short,7.128,7.228
0,22,long,4.636,4.725
0,23,short,6.915,7.015
0,23,long,4.636,4.725
0,24,short,6.907,7.007
0,24,long,4.636,4.725
0,25,short,6.942,7.041
0,25,long,4.636,4.725
0,26,short,6.908,7.008
0,26,long,4.636,4.725
0,27,short,7.058,7.157
0,27,long,4.636,4.725
0,28,short,6.949,7.049
0,28,long,4.636,4.725
0,29,short,6.781,6.881
0,29,long,4.636,4.725
0,30,short,6.956,7.055
0,30,long,4.636,4.725
0,31,short,6.962,7.061
0,31,long,4.636,4.725
0,32,short,7.026,7.126
0,32,long,4.636,4.725
0,33,short,7.008,7.107
0,33,long,4.636,4.725
0,34,short,6.916,7.016
0,34,long,4.636,4.725
0,35,short,6.966,7.066
0,36,short,7.031,7.131
0,36,long,4.636,4.725
0,37,short,6.856,6.955
0,37,long,4.636,4.725
0,38,short,6.976,7.075
0,38,long,4.636,4.725
0,39,short,7.08,7.18
0,39,long,4.636,4.725
0,40,short,7.046,7.146
0,40,long,4.636,4.725
0,41,short,7.06,7.159
0,41,long,4.636,4.725
0,42,short,7.014,7.114
0,42,long,4.636,4.725
0,43,short,7.03,7.13
0,43,long,4.636,4.725
0,44,short,6.896,6.996
0,44,long,4.636,4.725
0,45,short,6.632,6.731
0,45,long,4.636,4.725
0,46,short,6.78,6.88
0,46,long,4.636,4.725
0,47,short,6.856,6.956
0,47,long,4.636,4.725
0,48,short,6.9,7.0
0,48,long,4.636,4.725
0,49,short,6.865,6.965
0,49,long,4.636,4.725
0,50,short,6.703,6.802
0,51,short,6.911,7.01
0,51,long,4.636,4.725
0,52,short,7.02,7.12
0,52,long,4.636,4.725
0,53,short,6.947,7.046
0,53,long,4.636,4.725
0,54,short,6.816,6.916
0,56,short,7.111,7.21
0,56,long,4.636,4.725
0,57,short,7.224,7.323
0,57,long,4.636,4.725
0,58,short,7.265,7.365
0,58,long,4.636,4.725
0,59,short,7.177,7.277
0,59,long,4.636,4.725
0,60,short,7.197,7.296
0,60,long,4.636,4.725
0,61,short,7.23,7.329
0,61,long,4.636,4.725
1,10,short,8.418,8.509
1,10,long,6.017,6.096
1,11,short,8.464,8.555
1,11,long,6.017,6.096
1,12,short,8.422,8.513
1,12,long,6.017,6.096
1,13,short,8.522,8.613
1,13,long,6.017,6.096
1,14,short,8.47,8.561
1,14,long,6.017,6.096
1,15,short,8.485,8.576
1,15,long,6.017,6.096
1,16,short,8.493,8.584
1,16,long,6.017,6.096
1,17,short,8.362,8.453
1,17,long,6.017,6.096
1,18,short,8.164,8.255
1,18,long,6.017,6.096
1,19,short,8.244,8.335
1,19,long,6.017,6.096
1,20,short,8.13,8.221
1,20,long,6.017,6.096
1,21,short,8.015,8.106
1,21,long,6.017,6.096
1,22,short,8.126,8.217
1,22,long,6.017,6.096
1,23,short,8.142,8.233
1,23,long,6.017,6.096
1,24,short,7.981,8.073
1,24,long,6.017,6.096
1,25,short,8.21,8.301
1,25,long,6.017,6.096
1,26,short,8.149,8.24
1,26,long,6.017,6.096
1,27,short,8.249,8.34
1,27,long,6.017,6.096
1,28,short,8.221,8.312
1,28,long,6.017,6.096
1,29,short,7.903,7.994
1,29,long,6.017,6.096
1,30,short,8.058,8.149
1,30,long,6.017,6.096
1,31,short,8.157,8.248
1,31,long,6.017,6.096
