trade_id,signal_day
0,30
1,42
2,48
3,71
4,104
5,115
6,101
7,101
8,96
9,117
10,117
11,128
12,129
13,131
14,135
15,169
16,170
17,161
18,173
19,188
20,218
21,224
22,219
23,242
24,251
25,235
26,276
27,273
28,302
29,267
30,300
31,301
32,308
33,293
34,321
35,298
36,334
37,320
38,333
39,322
40,365
41,366
42,353
43,400
44,384
45,385
46,399
47,409
48,419
49,429
50,442
51,448
52,491
53,479
54,472
55,493
56,496
57,513
58,496
59,507
60,535
61,534
62,537
63,565
64,537
65,555
66,578
67,570
68,612
69,650
70,625
71,653
72,661
73,658
74,689
75,706
76,710
77,709
78,704
79,734
80,721
81,726
82,734
83,724
84,736
85,737
86,749
87,753
88,748
89,753
