day,close
0,407.44
1,404.01
2,399.25
3,397.94
4,406.15
5,407.44
6,409.54
7,411.62
8,407.11
9,404.82
10,399.64
11,400.21
12,399.66
13,399.26
14,399.77
15,401.1
16,401.35
17,406.9
18,409.67
19,409.15
20,413.6
21,417.5
22,415.39
23,416.08
24,417.76
25,414.6
26,419.25
27,418.78
28,422.68
29,429.62
30,425.44
31,416.78
32,410.73
33,409.11
34,418.19
35,413.05
36,417.65
37,424.43
38,424.36
39,422.12
40,425.7
41,425.31
42,423.55
43,421.7
44,431.15
45,430.05
46,419.81
47,409.34
48,407.41
49,408.09
50,410.25
51,407.52
52,406.07
53,407.98
54,416.08
55,417.23
56,406.3
57,408.82
58,408.49
59,411.17
60,407.11
61,403.27
62,405.08
63,406.2
64,408.75
65,409.6
66,404.66
67,402.43
68,405.94
69,400.38
70,407.66
71,414.14
72,411.25
73,412.63
74,415.84
75,411.86
76,404.73
77,402.13
78,398.92
79,394.27
80,392.85
81,399.24
82,411.88
83,410.52
84,407.69
85,408.7
86,393.86
87,397.61
88,396.81
89,394.43
90,397.67
91,395.5
92,395.73
93,391.08
94,379.83
95,383.13
96,383.54
97,390.98
98,391.99
99,392.37
100,389.75
101,396.37
102,398.75
103,402.93
104,396.45
105,394.1
106,388.06
107,387.94
108,390.92
109,389.08
110,386.85
111,384.36
112,391.29
113,393.41
114,389.68
115,398.14
116,401.51
117,399.41
118,395.87
119,400.82
120,406.19
121,408.85
122,398.93
123,403.4
124,403.46
125,405.52
126,398.25
127,402.98
128,404.09
129,402.51
130,396.22
131,393.32
132,390.0
133,392.74
134,386.91
135,383.07
136,386.28
137,375.91
138,375.92
139,375.36
140,377.62
141,384.6
142,381.62
143,382.87
144,377.73
145,367.84
146,373.05
147,374.41
148,379.25
149,376.19
150,375.07
151,373.61
152,367.25
153,369.7
154,368.79
155,373.92
156,370.74
157,372.87
158,368.51
159,367.18
160,364.31
161,366.86
162,366.12
163,354.38
164,353.06
165,353.19
166,358.72
167,357.05
168,358.61
169,363.93
170,362.35
171,358.33
172,355.95
173,357.4
174,358.62
175,357.67
176,357.57
177,357.09
178,359.19
179,364.57
180,362.84
181,369.58
182,371.0
183,373.11
184,377.37
185,377.23
186,377.3
187,379.57
188,369.17
189,369.73
190,372.16
191,374.07
192,369.46
193,364.68
194,368.81
195,369.24
196,372.05
197,370.03
198,368.51
199,369.47
200,372.5
201,375.28
202,371.82
203,372.5
204,369.43
205,371.21
206,369.86
207,373.12
208,374.85
209,369.1
210,367.89
211,375.38
212,375.64
213,374.86
214,380.71
215,385.02
216,385.39
217,385.57
218,387.83
219,386.99
220,383.02
221,381.53
222,383.21
223,381.45
224,386.86
225,387.33
226,379.7
227,388.88
228,391.13
229,397.61
230,395.45
231,402.5
232,402.85
233,405.06
234,397.77
235,405.66
236,393.8
237,399.81
238,401.87
239,400.3
240,406.86
241,404.73
242,404.09
243,404.38
244,412.89
245,410.55
246,411.39
247,411.14
248,416.61
249,416.93
250,419.59
251,417.26
252,407.86
253,411.1
254,409.43
255,409.1
256,411.43
257,418.76
258,418.83
259,416.9
260,420.96
261,419.66
262,426.96
263,433.57
264,431.53
265,430.07
266,435.24
267,432.14
268,432.38
269,429.38
270,431.17
271,430.09
272,426.89
273,428.99
274,424.82
275,422.55
276,421.61
277,420.54
278,419.04
279,414.7
280,408.47
281,407.84
282,410.04
283,404.09
284,405.1
285,401.49
286,407.75
287,409.5
288,402.31
289,404.05
290,404.45
291,406.1
292,401.28
293,405.83
294,400.47
295,406.43
296,407.23
297,404.93
298,409.6
299,412.05
300,413.56
301,410.1
302,409.28
303,408.95
304,405.82
305,407.35
306,409.33
307,413.83
308,412.19
309,411.43
310,406.64
311,416.89
312,420.6
313,428.69
314,420.14
315,425.57
316,428.79
317,437.19
318,443.19
319,442.34
320,447.05
321,438.59
322,439.86
323,441.83
324,447.53
325,450.13
326,449.78
327,446.53
328,450.52
329,456.88
330,454.47
331,451.43
332,449.99
333,461.11
334,461.62
335,463.82
336,470.41
337,465.19
338,458.43
339,466.12
340,469.47
341,466.78
342,459.78
343,457.52
344,463.4
345,461.12
346,463.39
347,466.03
348,469.12
349,459.91
350,458.89
351,450.36
352,450.68
353,454.11
354,453.52
355,460.52
356,461.91
357,457.75
358,458.56
359,459.36
360,460.6
361,467.77
362,463.31
363,464.82
364,462.28
365,464.72
366,466.53
367,467.18
368,468.18
369,461.36
370,461.97
371,465.66
372,466.6
373,469.31
374,476.04
375,482.03
376,479.16
377,477.49
378,480.65
379,490.14
380,494.86
381,489.84
382,483.19
383,487.63
384,487.38
385,495.56
386,499.64
387,497.58
388,501.29
389,510.22
390,516.46
391,512.03
392,517.11
393,513.5
394,510.2
395,516.63
396,519.03
397,516.56
398,523.59
399,516.25
400,513.67
401,522.11
402,529.93
403,541.01
404,549.02
405,541.72
406,539.65
407,534.22
408,537.32
409,532.14
410,527.1
411,518.64
412,518.66
413,525.52
414,523.04
415,523.99
416,521.82
417,530.14
418,525.63
419,534.79
420,522.59
421,521.21
422,516.78
423,524.2
424,539.86
425,538.6
426,525.9
427,522.89
428,525.8
429,533.23
430,536.6
431,536.53
432,545.11
433,540.68
434,535.92
435,537.28
436,520.77
437,523.43
438,522.18
439,522.87
440,529.01
441,536.35
442,542.09
443,542.94
444,541.64
445,544.56
446,545.73
447,548.42
448,548.54
449,551.9
450,545.25
451,542.35
452,534.46
453,524.06
454,526.06
455,522.37
456,516.34
457,518.74
458,519.21
459,525.37
460,524.64
461,526.64
462,529.58
463,532.13
464,535.86
465,539.7
466,518.05
467,517.98
468,514.96
469,517.1
470,518.4
471,513.19
472,514.57
473,512.75
474,516.08
475,518.5
476,514.53
477,507.68
478,510.6
479,503.15
480,501.11
481,494.23
482,493.0
483,493.84
484,491.13
485,492.01
486,491.06
487,493.5
488,502.19
489,500.76
490,504.53
491,499.71
492,505.29
493,509.81
494,516.17
495,525.83
496,531.77
497,531.12
498,526.54
499,534.76
500,530.92
501,538.24
502,532.57
503,522.19
504,532.97
505,530.21
506,525.5
507,526.69
508,545.35
509,539.37
510,536.5
511,540.63
512,546.22
513,544.16
514,551.55
515,545.12
516,554.41
517,555.3
518,542.38
519,550.43
520,546.49
521,539.3
522,545.17
523,544.06
524,543.55
525,542.78
526,539.58
527,537.19
528,532.84
529,530.33
530,520.25
531,532.25
532,539.23
533,537.04
534,539.63
535,540.98
536,539.53
537,533.31
538,529.97
539,531.79
540,532.18
541,533.43
542,528.95
543,523.55
544,522.98
545,526.16
546,528.25
547,540.72
548,535.44
549,534.99
550,535.55
551,527.94
552,531.63
553,518.8
554,517.17
555,520.77
556,520.72
557,528.03
558,541.35
559,542.2
560,547.09
561,546.72
562,547.96
563,555.15
564,556.81
565,568.04
566,564.31
567,546.61
568,542.75
569,542.76
570,541.04
571,536.9
572,545.11
573,546.43
574,546.54
575,546.33
576,551.31
577,535.88
578,530.31
579,534.08
580,532.32
581,528.41
582,531.83
583,522.29
584,521.61
585,518.73
586,528.96
587,530.14
588,530.25
589,526.32
590,523.1
591,520.61
592,515.31
593,515.43
594,514.82
595,512.29
596,510.42
597,505.29
598,509.42
599,505.39
600,507.59
601,502.51
602,509.25
603,516.33
604,518.21
605,517.35
606,514.95
607,514.52
608,512.34
609,517.94
610,518.46
611,520.16
612,522.93
613,516.18
614,518.1
615,515.13
616,516.63
617,513.29
618,506.74
619,505.96
620,503.17
621,508.89
622,511.77
623,512.51
624,510.25
625,515.45
626,507.7
627,509.42
628,511.63
629,520.06
630,516.28
631,518.48
632,516.5
633,516.61
634,519.77
635,519.57
636,518.2
637,515.1
638,511.11
639,513.41
640,503.13
641,508.79
642,505.46
643,504.78
644,495.61
645,488.22
646,485.28
647,483.5
648,476.53
649,479.98
650,491.46
651,492.61
652,492.46
653,486.1
654,490.5
655,481.94
656,492.65
657,498.34
658,502.77
659,496.81
660,504.56
661,511.56
662,515.09
663,506.28
664,498.7
665,505.12
666,499.26
667,493.91
668,491.59
669,496.16
670,497.12
671,491.03
672,483.07
673,483.07
674,481.6
675,484.24
676,478.91
677,476.19
678,469.26
679,464.61
680,459.08
681,456.25
682,458.69
683,473.8
684,472.95
685,469.17
686,467.73
687,464.04
688,460.82
689,463.72
690,462.92
691,465.63
692,469.73
693,472.71
694,469.26
695,465.89
696,471.6
697,472.78
698,482.2
699,481.38
700,485.51
701,489.49
702,487.3
703,496.4
704,499.12
705,491.56
706,489.05
707,486.72
708,489.79
709,479.18
710,479.53
711,477.23
712,476.64
713,484.75
714,481.78
715,482.04
716,493.9
717,494.65
718,500.07
719,500.28
720,493.5
721,493.19
722,492.27
723,491.72
724,482.72
725,474.08
726,479.72
727,483.78
728,486.67
729,478.23
730,473.03
731,467.98
732,465.58
733,473.26
734,466.93
735,465.92
