trade_id,day,leg,bid,ask
0,1,short,7.297,7.367
0,1,long,4.795,4.891
0,2,short,7.106,7.176
0,2,long,4.795,4.891
0,3,short,7.097,7.167
0,3,long,4.795,4.891
0,4,short,7.338,7.408
0,4,long,4.795,4.891
0,5,short,7.45,7.52
0,5,long,4.795,4.891
0,6,short,7.537,7.608
0,6,long,4.795,4.891
0,7,short,7.535,7.605
0,7,long,4.795,4.891
0,8,short,7.333,7.403
0,8,long,4.795,4.891
0,9,short,7.28,7.35
0,9,long,4.795,4.891
0,10,short,7.175,7.245
0,10,long,4.795,4.891
0,11,short,7.289,7.36
0,11,long,4.795,4.891
0,12,short,7.3,7.37
0,12,long,4.795,4.891
0,13,short,7.396,7.466
0,13,long,4.795,4.891
0,14,short,7.569,7.639
0,14,long,4.795,4.891
0,15,short,7.576,7.646
0,15,long,4.795,4.891
0,16,short,7.429,7.499
0,16,long,4.795,4.891
0,17,short,7.447,7.517
0,17,long,4.795,4.891
0,18,short,7.346,7.416
0,18,long,4.795,4.891
0,19,short,7.414,7.484
0,19,long,4.795,4.891
0,20,short,7.395,7.465
0,20,long,4.795,4.891
0,21,short,7.341,7.411
0,21,long,4.795,4.891
0,22,short,7.277,7.347
0,22,long,4.795,4.891
0,23,short,7.334,7.404
0,23,long,4.795,4.891
0,24,short,7.218,7.288
0,24,long,4.795,4.891
0,25,short,7.319,7.389
0,25,long,4.795,4.891
0,26,short,7.122,7.192
0,26,long,4.795,4.891
0,27,short,7.136,7.206
0,27,long,4.795,4.891
0,28,short,7.286,7.356
0,28,long,4.795,4.891
0,29,short,7.02,7.09
0,29,long,4.795,4.891
0,30,short,6.968,7.038
0,30,long,4.795,4.891
0,31,short,6.96,7.03
0,31,long,4.795,4.891
0,32,short,7.042,7.113
0,32,long,4.795,4.891
0,33,short,7.009,7.079
0,33,long,4.795,4.891
0,34,short,6.931,7.001
0,34,long,4.795,4.891
0,35,short,7.044,7.114
0,35,long,4.795,4.891
0,36,short,7.035,7.105
0,36,long,4.795,4.891
0,37,short,6.907,6.977
0,37,long,4.795,4.891
0,38,short,6.964,7.034
0,38,long,4.795,4.891
0,39,short,6.927,6.997
0,39,long,4.795,4.891
0,40,short,7.113,7.183
0,40,long,4.795,4.891
0,41,short,7.243,7.313
0,41,long,4.795,4.891
0,42,short,7.178,7.248
0,42,long,4.795,4.891
0,43,short,7.029,7.099
0,44,short,6.874,6.944
0,44,long,4.795,4.891
0,45,short,6.787,6.857
0,45,long,4.795,4.891
0,46,short,6.951,7.022
0,46,long,4.795,4.891
0,47,short,7.085,7.155
0,47,long,4.795,4.891
0,48,short,7.107,7.177
0,48,long,4.795,4.891
0,49,short,7.193,7.263
0,49,long,4.795,4.891
0,50,short,7.169,7.239
0,50,long,4.795,4.891
0,51,short,7.266,7.336
0,51,long,4.795,4.891
0,52,short,7.472,7.542
0,52,long,4.795,4.891
0,53,short,7.544,7.614
0,53,long,4.795,4.891
0,54,short,7.627,7.697
0,54,long,4.795,4.891
0,55,short,7.692,7.762
0,55,long,4.795,4.891
0,56,short,7.629,7.699
0,56,long,4.795,4.891
0,57,short,7.611,7.681
0,57,long,4.795,4.891
0,58,short,7.682,7.752
0,58,long,4.795,4.891
0,59,short,7.478,7.548
0,59,long,4.795,4.891
0,60,short,7.19,7.26
0,60,long,4.795,4.891
1,6,short,8.003,8.078
1,6,long,5.476,5.536
1,7,short,8.059,8.134
1,7,long,5.476,5.536
1,8,short,7.86,7.935
1,8,long,5.476,5.536
1,9,short,7.794,7.868
1,9,long,5.476,5.536
1,10,short,7.681,7.755
1,10,long,5.476,5.536
1,11,short,7.996,8.071
1,11,long,5.476,5.536
1,12,short,8.055,8.13
1,12,long,5.476,5.536
1,13,short,8.175,8.25
1,13,long,5.476,5.536
1,14,short,8.151,8.226
1,14,long,5.476,5.536
1,15,short,8.092,8.166
1,15,long,5.476,5.536
1,16,short,8.008,8.083
1,16,long,5.476,5.536
1,17,short,7.843,7.918
1,17,long,5.476,5.536
1,18,short,8.103,8.177
1,18,long,5.476,5.536
1,19,short,8.182,8.257
1,19,long,5.476,5.536
1,20,short,8.171,8.245
1,20,long,5.476,5.536
1,21,short,8.076,8.151
1,21,long,5.476,5.536
1,22,short,7.885,7.96
1,22,long,5.476,5.536
1,23,short,7.983,8.057
1,23,long,5.476,5.536
1,24,short,7.599,7.674
1,24,long,5.476,5.536
1,25,short,7.649,7.723
1,25,long,5.476,5.536
1,26,short,7.472,7.546
1,26,long,5.476,5.536
1,28,short,7.787,7.862
1,28,long,5.476,5.536
1,29,short,7.462,7.537
1,29,long,5.476,5.536
1,30,short,7.52,7.595
1,30,long,5.476,5.536
1,31,short,7.412,7.486
1,31,long,5.476,5.536
1,32,short,7.627,7.702
1,32,long,5.476,5.536
