trade_id,signal_day
0,59
1,61
2,60
3,88
4,91
5,71
6,89
7,96
8,118
9,105
10,121
11,118
12,161
13,195
14,222
15,230
16,233
17,225
18,245
19,266
20,292
21,325
22,310
23,307
24,338
25,339
26,353
27,361
28,352
29,370
30,371
31,367
32,389
33,440
34,409
35,441
36,426
37,413
38,424
39,422
40,439
41,484
42,477
43,485
44,507
45,509
46,514
47,533
48,530
49,542
50,510
51,560
52,544
53,556
54,554
55,553
56,564
57,577
58,610
59,614
60,619
61,616
62,625
63,627
64,612
65,632
66,616
67,636
68,648
69,632
70,640
71,661
72,659
73,660
74,662
75,658
76,668
77,684
78,678
79,695
80,668
81,705
82,695
83,689
84,704
85,719
86,699
87,729
88,714
89,754
