trade_id,signal_day
0,49
1,73
2,68
3,61
4,101
5,83
6,117
7,116
8,137
9,154
10,150
11,162
12,165
13,183
14,200
15,189
16,218
17,207
18,199
19,212
20,211
21,245
22,226
23,216
24,242
25,232
26,252
27,260
28,302
29,298
30,290
31,333
32,337
33,362
34,351
35,361
36,383
37,374
38,362
39,394
40,368
41,371
42,374
43,379
44,387
45,429
46,445
47,451
48,472
49,474
50,478
51,468
52,501
53,499
54,516
55,494
56,536
57,542
58,551
59,576
60,548
61,581
62,584
63,584
64,620
65,622
66,624
67,637
68,637
69,635
70,652
71,662
72,636
73,672
74,674
75,665
76,707
77,712
78,721
79,721
80,722
81,729
82,724
83,732
84,751
85,745
86,745
87,744
88,749
89,754
