day,close
0,398.05
1,398.54
2,394.64
3,393.72
4,388.03
5,388.21
6,394.6
7,387.43
8,388.04
9,391.07
10,386.69
11,383.69
12,385.78
13,380.08
14,382.83
15,384.27
16,377.98
17,383.35
18,384.72
19,384.92
20,387.51
21,386.78
22,387.58
23,389.1
24,393.65
25,393.7
26,397.19
27,401.39
28,402.9
29,400.61
30,390.01
31,392.04
32,387.78
33,387.76
34,386.5
35,391.73
36,390.95
37,390.81
38,396.26
39,397.03
40,399.49
41,401.84
42,407.1
43,402.8
44,405.3
45,408.31
46,411.69
47,412.49
48,414.21
49,416.08
50,417.09
51,423.48
52,417.61
53,414.13
54,414.82
55,414.12
56,412.44
57,404.58
58,412.03
59,412.49
60,411.76
61,410.21
62,421.2
63,417.72
64,413.98
65,406.91
66,405.17
67,392.91
68,388.69
69,391.03
70,397.53
71,394.53
72,400.83
73,401.77
74,403.22
75,400.68
76,413.01
77,412.01
78,413.88
79,410.01
80,407.32
81,409.16
82,411.12
83,409.48
84,402.98
85,396.95
86,406.25
87,412.73
88,407.46
89,406.66
90,401.76
91,399.36
92,398.55
93,396.46
94,392.19
95,385.99
96,392.19
97,387.07
98,385.94
99,388.85
100,385.55
101,389.53
102,381.59
103,376.41
104,365.35
105,361.88
106,366.46
107,361.5
108,366.86
109,370.65
110,371.01
111,372.6
112,377.33
113,374.6
114,384.7
115,378.59
116,374.36
117,374.92
118,372.33
119,368.86
120,368.38
121,369.07
122,367.6
123,361.89
124,365.11
125,358.68
126,363.38
127,366.04
128,367.82
129,362.77
130,368.3
131,374.36
132,373.25
133,373.38
134,373.78
135,369.8
136,364.54
137,356.12
138,352.55
139,351.91
140,354.62
141,359.05
142,358.75
143,358.14
144,353.62
145,356.6
146,355.08
147,356.46
148,356.07
149,354.64
150,361.01
151,361.19
152,358.93
153,357.14
154,357.81
155,358.82
156,361.25
157,359.52
158,357.11
159,358.22
160,359.89
161,358.27
162,355.01
163,360.57
164,362.96
165,366.89
166,366.86
167,361.78
168,363.85
169,369.88
170,368.86
171,367.6
172,369.23
173,364.74
174,362.06
175,367.4
176,371.6
177,372.65
178,377.03
179,368.6
180,375.37
181,370.86
182,363.88
183,362.01
184,367.8
185,364.61
186,360.33
187,358.07
188,360.77
189,360.43
190,358.83
191,358.1
192,357.81
193,353.1
194,353.03
195,350.69
196,347.24
197,343.25
198,350.2
199,353.8
200,356.92
201,354.72
202,352.76
203,355.63
204,355.34
205,355.24
206,357.42
207,353.23
208,349.68
209,351.54
210,351.27
211,349.84
212,357.72
213,362.42
214,363.34
215,359.44
216,362.86
217,364.38
218,363.29
219,361.07
220,366.41
221,367.17
222,368.08
223,370.75
224,376.06
225,377.4
226,370.75
227,367.61
228,371.17
229,369.5
230,375.94
231,378.09
232,386.26
233,380.24
234,380.28
235,375.11
236,375.82
237,375.25
238,368.14
239,366.01
240,361.94
241,368.46
242,370.37
243,363.56
244,365.13
245,368.12
246,369.34
247,374.36
248,371.75
249,368.41
250,365.03
251,365.24
252,361.33
253,358.0
254,356.44
255,359.27
256,357.97
257,354.64
258,351.6
259,353.06
260,345.53
261,348.09
262,352.08
263,350.68
264,352.33
265,358.71
266,359.88
267,366.37
268,368.28
269,367.58
270,368.16
271,369.44
272,366.58
273,369.51
274,365.6
275,368.28
276,365.02
277,358.4
278,358.71
279,358.58
280,358.14
281,359.98
282,360.86
283,361.92
284,360.24
285,365.9
286,360.71
287,354.31
288,354.54
289,357.97
290,363.12
291,365.07
292,361.94
293,359.96
294,363.08
295,365.12
296,365.67
297,366.08
298,376.38
299,379.29
300,377.97
301,370.98
302,364.74
303,361.83
304,366.26
305,369.0
306,365.09
307,370.83
308,373.01
309,367.84
310,369.49
311,365.09
312,365.82
313,371.65
314,372.68
315,376.23
316,381.39
317,384.5
318,387.0
319,389.34
320,395.58
321,393.93
322,395.45
323,397.68
324,402.49
325,402.21
326,395.7
327,397.96
328,394.91
329,396.31
330,397.15
331,393.82
332,392.46
333,396.67
334,406.5
335,404.08
336,404.52
337,403.47
338,403.43
339,406.22
340,413.23
341,420.71
342,419.1
343,416.34
344,413.01
345,413.75
346,413.56
347,413.11
348,419.77
349,414.02
350,415.57
351,416.39
352,413.76
353,407.69
354,404.68
355,407.03
356,408.78
357,404.29
358,402.64
359,406.73
360,408.03
361,409.85
362,407.21
363,409.91
364,414.69
365,417.41
366,420.49
367,421.66
368,420.74
369,422.33
370,421.77
371,419.96
372,417.7
373,415.39
374,425.67
375,425.32
376,426.17
377,426.64
378,425.39
379,426.02
380,427.55
381,424.2
382,416.17
383,416.73
384,412.26
385,414.2
386,415.59
387,415.59
388,425.12
389,419.31
390,427.06
391,427.42
392,414.9
393,417.07
394,419.17
395,420.89
396,426.01
397,436.38
398,437.21
399,432.09
400,422.5
401,425.08
402,424.76
403,429.97
404,432.57
405,432.29
406,431.81
407,438.51
408,434.39
409,428.32
410,426.84
411,432.41
412,427.53
413,430.5
414,417.12
415,412.57
416,408.91
417,416.56
418,421.75
419,416.12
420,416.23
421,415.26
422,411.86
423,417.33
424,424.93
425,421.97
426,425.55
427,430.15
428,431.69
429,427.59
430,427.03
431,430.93
432,429.86
433,433.16
434,435.52
435,424.82
436,427.33
437,429.69
438,426.27
439,426.77
440,418.54
441,412.35
442,416.52
443,419.47
444,414.68
445,414.04
446,410.9
447,415.02
448,407.11
449,411.65
450,408.14
451,408.0
452,408.02
453,412.38
454,411.88
455,410.98
456,407.32
457,408.51
458,408.39
459,413.3
460,419.34
461,426.47
462,423.16
463,424.18
464,426.0
465,425.49
466,422.44
467,418.43
468,425.17
469,426.82
470,423.22
471,419.82
472,408.97
473,406.82
474,404.24
475,405.68
476,405.65
477,404.49
478,404.06
479,410.35
480,408.38
481,410.59
482,409.77
483,416.0
484,415.41
485,405.77
486,401.02
487,396.88
488,387.91
489,384.75
490,386.08
491,382.06
492,387.87
493,385.65
494,386.19
495,382.34
496,387.29
497,389.37
498,386.0
499,383.4
500,375.71
501,378.17
502,381.92
503,386.34
504,384.66
505,381.07
506,378.25
507,384.25
508,378.21
509,375.25
510,378.74
511,384.04
512,383.9
513,388.17
514,388.92
515,389.57
516,386.44
517,388.5
518,396.79
519,395.77
520,402.22
521,400.13
522,404.27
523,398.8
524,401.54
525,400.18
526,397.82
527,404.8
528,406.33
529,403.76
530,404.05
531,411.2
532,413.02
533,407.25
534,413.4
535,415.95
536,421.66
537,420.83
538,418.8
539,420.29
540,414.95
541,414.51
542,406.55
543,404.44
544,395.77
545,395.88
546,391.98
547,391.31
548,394.38
549,388.36
550,392.33
551,386.9
552,394.65
553,403.58
554,399.84
555,398.79
556,398.97
557,397.26
558,394.65
559,401.28
560,408.37
561,407.8
562,414.03
563,412.05
564,412.36
565,411.94
566,410.19
567,400.68
568,402.73
569,404.41
570,405.46
571,398.71
572,397.57
573,392.52
574,386.74
575,387.85
576,392.33
577,393.14
578,389.66
579,381.01
580,378.17
581,378.95
582,378.14
583,376.16
584,375.02
585,369.94
586,364.43
587,360.27
588,356.61
589,354.54
590,353.59
591,348.37
592,342.36
593,347.18
594,344.08
595,341.38
596,343.37
597,344.51
598,343.3
599,340.44
600,334.05
601,341.94
602,342.53
603,346.32
604,347.49
605,347.87
606,347.28
607,351.71
608,348.61
609,352.08
610,354.29
611,351.35
612,354.29
613,362.72
614,363.81
615,368.86
616,373.89
617,385.35
618,379.6
619,380.33
620,384.55
621,391.56
622,387.72
623,391.19
624,396.02
625,396.66
626,404.46
627,401.06
628,402.51
629,395.39
630,395.18
631,395.75
632,399.12
633,395.88
634,399.38
635,399.9
636,396.74
637,395.54
638,397.56
639,385.96
640,381.17
641,387.8
642,389.9
643,393.03
644,390.87
645,385.65
646,393.12
647,391.16
648,394.61
649,393.7
650,393.56
651,399.16
652,401.07
653,404.93
654,408.31
655,405.2
656,408.81
657,405.86
658,404.3
659,404.91
660,400.17
661,411.49
662,404.03
663,394.4
664,387.4
665,383.08
666,384.58
667,383.14
668,378.67
669,370.17
670,362.59
671,359.62
672,357.11
673,360.43
674,369.15
675,370.68
676,373.5
677,366.88
678,377.03
679,380.49
680,381.74
681,376.67
682,381.8
683,382.69
684,380.23
685,378.95
686,380.16
687,384.84
688,380.61
689,383.2
690,388.77
691,387.62
692,386.36
693,385.41
694,381.8
695,374.95
696,374.63
697,370.47
698,370.16
699,368.75
700,373.31
701,376.07
702,370.36
703,372.24
704,364.49
705,366.22
706,371.81
707,365.75
708,362.68
709,357.64
710,365.29
711,373.71
712,371.31
713,373.26
714,374.12
715,381.4
716,379.76
717,379.66
718,384.12
719,384.92
720,387.66
721,384.81
722,390.98
723,395.52
724,391.72
725,386.77
726,391.72
727,391.87
728,392.43
729,396.67
730,388.93
731,389.92
732,390.87
733,388.91
734,383.83
735,382.96
736,388.27
737,393.85
738,385.99
739,379.76
740,384.2
741,384.92
742,383.58
743,383.84
744,384.33
745,380.01
746,381.17
747,382.03
748,386.13
749,385.7
750,383.58
751,389.97
752,386.34
753,384.33
754,387.64
755,386.17
