trade_id,signal_day
0,28
1,64
2,53
3,59
4,72
5,90
6,99
7,110
8,131
9,142
10,166
11,196
12,169
13,208
14,211
15,210
16,246
17,265
18,277
19,256
20,256
21,277
22,283
23,303
24,272
25,306
26,291
27,293
28,324
29,310
30,313
31,329
32,350
33,372
34,367
35,390
36,389
37,420
38,421
39,398
40,411
41,423
42,421
43,436
44,442
45,439
46,420
47,447
48,445
49,466
50,486
51,499
52,522
53,505
54,521
55,528
56,538
57,520
58,556
59,527
60,560
61,565
62,573
63,604
64,590
65,591
66,608
67,618
68,632
69,603
70,640
71,663
72,678
73,670
74,680
75,686
76,678
77,694
78,721
79,702
80,715
81,741
82,720
83,739
84,748
85,742
86,731
87,726
88,740
89,745
