trade_id,signal_day
0,30
1,30
2,51
3,80
4,67
5,80
6,77
7,68
8,88
9,118
10,123
11,116
12,127
13,134
14,163
15,165
16,165
17,158
18,149
19,167
20,182
21,190
22,185
23,190
24,186
25,179
26,196
27,195
28,215
29,214
30,248
31,227
32,232
33,269
34,267
35,302
36,316
37,330
38,319
39,355
40,359
41,359
42,361
43,360
44,367
45,357
46,390
47,364
48,387
49,384
50,447
51,426
52,464
53,439
54,443
55,473
56,467
57,487
58,476
59,483
60,494
61,514
62,535
63,566
64,564
65,563
66,610
67,593
68,634
69,618
70,668
71,657
72,668
73,670
74,681
75,685
76,670
77,677
78,695
79,707
80,705
81,702
82,711
83,736
84,737
85,738
86,733
87,748
88,749
89,754
