trade_id,day,leg,bid,ask
0,2,short,9.517,9.578
0,2,long,6.834,6.915
0,3,short,9.6,9.661
0,3,long,6.834,6.915
0,4,short,9.441,9.502
0,4,long,6.834,6.915
0,5,short,9.488,9.549
0,5,long,6.834,6.915
0,6,short,9.629,9.691
0,6,long,6.834,6.915
0,7,short,9.387,9.449
0,7,long,6.834,6.915
0,8,short,9.402,9.463
0,8,long,6.834,6.915
0,9,short,9.501,9.562
0,9,long,6.834,6.915
0,10,short,9.493,9.554
0,10,long,6.834,6.915
0,11,short,9.617,9.679
0,11,long,6.834,6.915
0,12,short,9.658,9.72
0,12,long,6.834,6.915
0,13,short,9.656,9.717
0,13,long,6.834,6.915
0,14,short,9.652,9.713
0,14,long,6.834,6.915
0,15,short,9.637,9.698
0,15,long,6.834,6.915
0,16,short,9.725,9.787
0,16,long,6.834,6.915
0,17,short,9.59,9.651
0,17,long,6.834,6.915
0,18,short,9.773,9.835
0,18,long,6.834,6.915
0,20,short,9.867,9.928
0,20,long,6.834,6.915
0,21,short,9.678,9.739
0,21,long,6.834,6.915
0,22,short,9.649,9.71
0,22,long,6.834,6.915
0,24,short,9.617,9.678
0,24,long,6.834,6.915
0,25,short,9.418,9.479
0,25,long,6.834,6.915
0,26,short,9.587,9.648
0,26,long,6.834,6.915
0,27,short,9.64,9.702
0,27,long,6.834,6.915
0,29,short,9.624,9.685
0,29,long,6.834,6.915
0,30,short,9.746,9.808
0,30,long,6.834,6.915
0,31,short,9.579,9.641
0,31,long,6.834,6.915
0,32,short,9.466,9.527
0,32,long,6.834,6.915
0,33,short,9.488,9.549
0,33,long,6.834,6.915
0,34,short,9.332,9.393
0,34,long,6.834,6.915
0,35,short,9.373,9.435
0,35,long,6.834,6.915
0,36,short,9.537,9.599
0,36,long,6.834,6.915
0,37,short,9.592,9.653
0,37,long,6.834,6.915
0,38,short,9.656,9.718
0,38,long,6.834,6.915
0,39,short,9.51,9.572
0,39,long,6.834,6.915
0,40,short,9.437,9.499
0,40,long,6.834,6.915
0,42,short,9.445,9.507
0,42,long,6.834,6.915
0,43,short,9.366,9.427
0,43,long,6.834,6.915
0,44,short,9.393,9.454
0,44,long,6.834,6.915
0,45,short,9.458,9.519
0,45,long,6.834,6.915
0,46,short,9.524,9.585
0,46,long,6.834,6.915
0,47,short,9.636,9.698
0,47,long,6.834,6.915
0,48,short,9.643,9.704
0,48,long,6.834,6.915
0,49,short,9.625,9.686
0,49,long,6.834,6.915
0,50,short,9.403,9.464
0,50,long,6.834,6.915
0,51,short,9.197,9.259
0,51,long,6.834,6.915
0,52,short,9.251,9.312
0,52,long,6.834,6.915
0,53,short,9.386,9.448
0,53,long,6.834,6.915
0,54,short,9.32,9.381
0,54,long,6.834,6.915
0,55,short,9.492,9.553
0,55,long,6.834,6.915
0,56,short,9.34,9.402
0,56,long,6.834,6.915
0,57,short,9.069,9.13
0,57,long,6.834,6.915
0,58,short,9.122,9.183
0,58,long,6.834,6.915
0,59,short,9.001,9.063
0,59,long,6.834,6.915
0,60,short,9.027,9.088
0,60,long,6.834,6.915
0,61,short,9.253,9.314
0,61,long,6.834,6.915
1,7,short,8.022,8.106
1,7,long,6.408,6.46
1,8,short,7.98,8.065
1,8,long,6.408,6.46
1,9,short,8.008,8.093
1,9,long,6.408,6.46
1,10,short,8.022,8.106
1,10,long,6.408,6.46
1,11,short,7.99,8.074
1,11,long,6.408,6.46
1,12,short,8.009,8.094
1,12,long,6.408,6.46
1,13,short,8.275,8.359
1,13,long,6.408,6.46
1,14,short,8.228,8.312
1,14,long,6.408,6.46
1,15,short,8.307,8.392
1,15,long,6.408,6.46
1,16,short,8.272,8.356
1,16,long,6.408,6.46
1,17,short,8.088,8.172
1,17,long,6.408,6.46
1,18,short,8.153,8.238
1,18,long,6.408,6.46
1,19,short,8.204,8.289
1,19,long,6.408,6.46
1,20,short,8.156,8.241
1,20,long,6.408,6.46
1,21,short,8.048,8.133
1,21,long,6.408,6.46
1,22,short,8.011,8.096
1,22,long,6.408,6.46
1,23,short,8.042,8.126
1,23,long,6.408,6.46
1,24,short,7.897,7.981
1,24,long,6.408,6.46
1,25,short,7.913,7.998
1,25,long,6.408,6.46
1,26,short,8.284,8.368
1,26,long,6.408,6.46
1,28,short,8.225,8.31
1,28,long,6.408,6.46
1,29,short,8.437,8.522
