day,close
0,403.28
1,400.0
2,396.67
3,398.59
4,394.65
5,398.62
6,400.24
7,399.14
8,398.22
9,404.51
10,402.05
11,405.92
12,406.39
13,406.67
14,413.02
15,417.75
16,416.05
17,428.19
18,420.91
19,419.04
20,423.73
21,422.47
22,424.25
23,418.29
24,419.83
25,420.26
26,416.69
27,416.49
28,425.57
29,428.73
30,429.79
31,429.34
32,431.54
33,424.66
34,422.37
35,421.64
36,419.22
37,408.19
38,411.86
39,403.35
40,408.53
41,415.59
42,418.15
43,421.57
44,414.33
45,410.35
46,409.9
47,406.73
48,407.26
49,398.82
50,398.52
51,395.08
52,393.59
53,386.69
54,392.61
55,389.04
56,389.13
57,388.85
58,392.56
59,396.11
60,395.32
61,397.14
62,395.6
63,390.84
64,393.12
65,383.59
66,379.13
67,377.83
68,380.48
69,378.51
70,380.04
71,382.19
72,389.75
73,395.94
74,393.23
75,389.44
76,388.91
77,393.91
78,390.13
79,402.85
80,407.78
81,406.09
82,403.68
83,394.85
84,389.85
85,391.02
86,390.83
87,386.23
88,381.49
89,381.32
90,383.41
91,389.72
92,389.29
93,392.67
94,390.45
95,384.77
96,393.19
97,394.79
98,403.61
99,403.8
100,402.41
101,397.51
102,398.02
103,400.46
104,396.52
105,391.44
106,386.26
107,387.36
108,391.48
109,390.87
110,398.02
111,398.32
112,393.88
113,392.63
114,392.7
115,390.74
116,395.51
117,385.21
118,388.57
119,383.3
120,380.23
121,380.8
122,386.92
123,380.81
124,382.98
125,386.34
126,392.75
127,388.87
128,389.92
129,388.98
130,384.8
131,383.61
132,381.28
133,382.93
134,383.4
135,385.69
136,385.4
137,387.07
138,394.29
139,389.12
140,385.95
141,387.53
142,387.36
143,379.19
144,380.23
145,382.49
146,375.22
147,381.82
148,384.77
149,389.97
150,381.71
151,390.46
152,391.43
153,397.48
154,398.25
155,395.64
156,396.34
157,394.34
158,394.74
159,392.92
160,392.53
161,388.02
162,381.09
163,380.76
164,378.89
165,383.35
166,380.03
167,379.35
168,388.41
169,400.76
170,400.73
171,404.31
172,413.23
173,412.01
174,407.37
175,410.26
176,409.23
177,406.9
178,408.57
179,407.28
180,411.58
181,414.14
182,411.47
183,404.98
184,397.06
185,399.15
186,398.45
187,403.31
188,403.95
189,408.21
190,403.0
191,402.79
192,404.36
193,398.31
194,409.07
195,409.12
196,399.77
197,402.47
198,406.21
199,408.59
200,400.83
201,393.8
202,393.28
203,393.12
204,396.02
205,397.78
206,400.53
207,400.1
208,402.29
209,402.57
210,399.45
211,399.58
212,397.04
213,399.54
214,401.09
215,400.8
216,402.83
217,407.24
218,406.78
219,399.55
220,398.73
221,394.79
222,393.64
223,396.34
224,399.25
225,402.22
226,402.26
227,405.27
228,407.85
229,399.91
230,405.95
231,399.83
232,397.04
233,407.08
234,407.31
235,409.02
236,410.48
237,409.87
238,414.68
239,418.24
240,415.49
241,421.42
242,423.63
243,414.18
244,412.89
245,418.53
246,422.68
247,423.38
248,421.87
249,416.08
250,414.92
251,411.2
252,408.42
253,401.44
254,395.52
255,387.66
256,386.93
257,386.2
258,390.92
259,389.03
260,395.11
261,392.44
262,388.21
263,390.8
264,393.06
265,386.55
266,383.42
267,388.9
268,386.08
269,391.47
270,389.63
271,390.54
272,390.98
273,388.42
274,386.28
275,385.53
276,384.39
277,384.89
278,385.44
279,387.98
280,386.51
281,383.03
282,380.37
283,382.15
284,382.9
285,382.59
286,381.07
287,371.6
288,371.9
289,370.83
290,367.89
291,362.09
292,363.36
293,360.98
294,367.67
295,368.0
296,365.65
297,362.62
298,361.21
299,359.99
300,360.02
301,364.06
302,362.48
303,366.49
304,374.71
305,377.14
306,379.95
307,382.61
308,382.92
309,391.06
310,386.36
311,389.25
312,389.84
313,385.63
314,385.13
315,379.93
316,376.8
317,374.6
318,378.4
319,381.56
320,382.93
321,390.05
322,382.89
323,380.1
324,378.5
325,376.41
326,370.69
327,377.28
328,378.24
329,370.23
330,372.04
331,371.21
332,371.11
333,376.19
334,382.73
335,385.26
336,384.79
337,392.3
338,397.81
339,395.34
340,389.38
341,392.94
342,390.46
343,395.06
344,396.42
345,403.89
346,402.19
347,401.11
348,406.1
349,401.2
350,402.37
351,409.23
352,406.97
353,410.28
354,402.46
355,401.34
356,399.54
357,402.88
358,405.31
359,406.12
360,411.68
361,417.86
362,415.48
363,420.83
364,425.08
365,431.23
366,426.5
367,424.4
368,417.74
369,416.36
370,422.43
371,418.76
372,421.69
373,424.48
374,421.45
375,417.67
376,418.19
377,423.16
378,429.8
379,429.87
380,425.42
381,429.96
382,427.61
383,424.52
384,425.62
385,424.95
386,428.91
387,428.96
388,435.01
389,435.64
390,442.31
391,439.3
392,441.62
393,435.36
394,435.27
395,426.94
396,427.67
397,432.3
398,439.41
399,441.86
400,442.35
401,444.67
402,451.16
403,451.51
404,454.51
405,456.21
406,460.39
407,467.45
408,473.37
409,467.72
410,465.74
411,470.32
412,468.2
413,473.61
414,473.47
415,476.12
416,474.39
417,465.37
418,467.33
419,465.98
420,468.42
421,472.15
422,473.0
423,475.56
424,475.69
425,475.79
426,473.16
427,474.39
428,467.75
429,478.25
430,484.65
431,490.87
432,486.77
433,480.5
434,479.53
435,480.61
436,477.2
437,469.83
438,474.37
439,477.96
440,470.63
441,477.1
442,473.94
443,476.97
444,484.22
445,491.05
446,490.21
447,482.73
448,477.79
449,476.57
450,469.44
451,473.03
452,468.45
453,474.75
454,478.1
455,485.57
456,486.65
457,481.35
458,472.73
459,471.45
460,472.18
461,477.87
462,472.18
463,462.94
464,459.14
465,459.07
466,472.37
467,471.96
468,466.91
469,457.87
470,460.07
471,467.0
472,467.37
473,470.38
474,478.68
475,477.52
476,480.7
477,478.08
478,476.1
479,477.9
480,471.87
481,464.37
482,464.3
483,461.56
484,459.99
485,473.39
486,470.53
487,466.23
488,468.9
489,469.84
490,471.66
491,471.72
492,474.38
493,472.29
494,473.53
495,474.98
496,478.42
497,480.5
498,475.82
499,471.29
500,465.94
501,465.41
502,466.02
503,456.86
504,459.39
505,451.23
506,447.97
507,451.95
508,444.18
509,445.06
510,451.26
511,449.22
512,460.52
513,468.38
514,475.35
515,465.55
516,464.94
517,466.99
518,469.36
519,465.92
520,465.22
521,453.34
522,451.87
523,451.65
524,458.16
525,455.0
526,451.48
527,449.81
528,449.53
529,454.19
530,456.49
531,461.31
532,458.26
533,460.17
534,458.21
535,453.73
536,448.73
537,448.37
538,447.48
539,447.96
540,453.45
541,450.57
542,443.23
543,440.79
544,430.82
545,436.64
546,439.64
547,450.35
548,452.41
549,450.42
550,442.79
551,446.78
552,456.3
553,451.1
554,453.83
555,449.47
556,454.14
557,454.9
558,460.26
559,463.41
560,465.95
561,465.91
562,466.52
563,470.05
564,478.94
565,481.0
566,482.97
567,485.01
568,476.25
569,472.46
570,469.41
571,472.36
572,472.94
573,477.26
574,474.47
575,480.5
576,466.65
577,469.82
578,461.98
579,461.14
580,461.89
581,459.17
582,463.22
583,468.15
584,458.82
585,454.03
586,449.36
587,446.5
588,447.2
589,441.29
590,435.94
591,427.69
592,429.14
593,428.2
594,424.55
595,416.69
