trade_id,day,leg,bid,ask
0,3,short,7.279,7.355
0,3,long,4.271,4.365
0,4,short,7.171,7.248
0,4,long,4.271,4.365
0,5,short,6.921,6.998
0,5,long,4.271,4.365
0,6,short,6.939,7.016
0,6,long,4.271,4.365
0,7,short,7.069,7.145
0,7,long,4.271,4.365
0,8,short,6.976,7.052
0,8,long,4.271,4.365
0,9,short,7.221,7.298
0,9,long,4.271,4.365
0,10,short,7.228,7.305
0,10,long,4.271,4.365
0,11,short,7.425,7.501
0,12,short,7.472,7.548
0,12,long,4.271,4.365
0,13,short,7.585,7.661
0,13,long,4.271,4.365
0,14,short,7.423,7.499
0,14,long,4.271,4.365
0,16,short,7.565,7.642
0,16,long,4.271,4.365
0,17,short,7.325,7.401
0,17,long,4.271,4.365
0,18,short,7.256,7.333
0,18,long,4.271,4.365
0,19,short,7.168,7.244
0,19,long,4.271,4.365
0,21,short,7.092,7.169
0,21,long,4.271,4.365
0,22,short,7.313,7.39
0,22,long,4.271,4.365
0,23,short,7.222,7.298
0,23,long,4.271,4.365
0,24,short,7.387,7.464
0,24,long,4.271,4.365
0,25,short,7.33,7.406
0,25,long,4.271,4.365
0,26,short,7.223,7.299
0,26,long,4.271,4.365
0,27,short,7.426,7.503
0,27,long,4.271,4.365
0,29,short,7.466,7.542
0,29,long,4.271,4.365
0,30,short,7.411,7.487
0,30,long,4.271,4.365
0,31,short,7.146,7.222
0,31,long,4.271,4.365
0,32,short,7.165,7.242
0,32,long,4.271,4.365
0,33,short,6.884,6.961
0,33,long,4.271,4.365
0,34,short,6.971,7.047
0,34,long,4.271,4.365
0,35,short,7.101,7.178
0,35,long,4.271,4.365
0,36,short,7.152,7.229
0,36,long,4.271,4.365
0,37,short,7.131,7.207
0,37,long,4.271,4.365
0,38,short,6.932,7.008
0,38,long,4.271,4.365
0,39,short,7.06,7.136
0,39,long,4.271,4.365
0,40,short,6.987,7.064
0,40,long,4.271,4.365
0,41,short,6.941,7.017
0,41,long,4.271,4.365
0,42,short,7.199,7.275
0,42,long,4.271,4.365
0,43,short,7.096,7.173
0,43,long,4.271,4.365
0,44,short,6.982,7.059
0,44,long,4.271,4.365
0,45,short,7.012,7.088
0,45,long,4.271,4.365
0,46,short,7.062,7.138
0,46,long,4.271,4.365
0,47,short,7.052,7.128
0,47,long,4.271,4.365
0,48,short,7.043,7.12
0,48,long,4.271,4.365
0,49,short,7.282,7.359
0,49,long,4.271,4.365
0,50,short,7.254,7.33
0,50,long,4.271,4.365
0,51,short,7.1,7.177
0,51,long,4.271,4.365
0,52,short,7.077,7.154
0,52,long,4.271,4.365
0,53,short,7.09,7.167
0,53,long,4.271,4.365
0,55,short,7.102,7.178
0,55,long,4.271,4.365
0,56,short,7.13,7.207
0,56,long,4.271,4.365
0,57,short,7.129,7.205
0,57,long,4.271,4.365
0,58,short,7.217,7.294
