trade_id,day,leg,bid,ask
0,3,short,6.303,6.379
0,3,long,4.08,4.14
0,4,short,6.309,6.384
0,4,long,4.08,4.14
0,5,short,6.166,6.242
0,5,long,4.08,4.14
0,6,short,6.333,6.409
0,6,long,4.08,4.14
0,7,short,6.452,6.527
0,7,long,4.08,4.14
0,8,short,6.442,6.517
0,8,long,4.08,4.14
0,9,short,6.549,6.624
0,9,long,4.08,4.14
0,10,short,6.674,6.749
0,10,long,4.08,4.14
0,11,short,6.63,6.705
0,11,long,4.08,4.14
0,12,short,6.582,6.657
0,12,long,4.08,4.14
0,13,short,6.491,6.567
0,13,long,4.08,4.14
0,14,short,6.482,6.557
0,14,long,4.08,4.14
0,15,short,6.533,6.608
0,15,long,4.08,4.14
0,16,short,6.697,6.772
0,16,long,4.08,4.14
0,17,short,6.703,6.779
0,17,long,4.08,4.14
0,18,short,6.45,6.526
0,18,long,4.08,4.14
0,19,short,6.16,6.236
0,19,long,4.08,4.14
0,20,short,6.255,6.331
0,20,long,4.08,4.14
0,21,short,6.514,6.59
0,21,long,4.08,4.14
0,22,short,6.583,6.659
0,22,long,4.08,4.14
0,23,short,6.717,6.792
0,23,long,4.08,4.14
0,24,short,6.812,6.888
0,24,long,4.08,4.14
0,25,short,6.662,6.737
0,26,short,6.722,6.798
0,26,long,4.08,4.14
0,27,short,6.682,6.758
0,27,long,4.08,4.14
0,28,short,6.645,6.72
0,29,short,6.716,6.791
0,29,long,4.08,4.14
0,30,short,6.667,6.743
0,30,long,4.08,4.14
0,31,short,6.44,6.515
0,31,long,4.08,4.14
0,32,short,6.403,6.478
0,32,long,4.08,4.14
0,33,short,6.379,6.454
0,33,long,4.08,4.14
0,34,short,6.434,6.51
0,34,long,4.08,4.14
0,35,short,6.611,6.686
0,35,long,4.08,4.14
0,36,short,6.658,6.733
0,36,long,4.08,4.14
0,37,short,6.516,6.591
0,37,long,4.08,4.14
0,38,short,6.46,6.535
0,38,long,4.08,4.14
0,39,short,6.639,6.714
0,39,long,4.08,4.14
0,40,short,6.608,6.684
0,40,long,4.08,4.14
0,41,short,6.498,6.574
0,41,long,4.08,4.14
0,42,short,6.539,6.614
0,43,short,6.462,6.537
0,43,long,4.08,4.14
0,44,short,6.678,6.753
0,44,long,4.08,4.14
0,45,short,6.508,6.584
0,45,long,4.08,4.14
0,46,short,6.359,6.435
0,46,long,4.08,4.14
0,47,short,6.471,6.547
0,47,long,4.08,4.14
0,48,short,6.489,6.564
0,48,long,4.08,4.14
0,49,short,6.533,6.609
0,49,long,4.08,4.14
0,50,short,6.557,6.632
0,51,short,6.503,6.579
0,51,long,4.08,4.14
0,52,short,6.361,6.437
0,52,long,4.08,4.14
0,53,short,6.373,6.448
0,53,long,4.08,4.14
0,54,short,6.339,6.414
0,55,short,6.311,6.386
0,55,long,4.08,4.14
0,56,short,6.295,6.371
0,56,long,4.08,4.14
0,57,short,6.457,6.533
0,57,long,4.08,4.14
0,59,short,6.649,6.725
0,59,long,4.08,4.14
0,60,short,6.605,6.681
0,60,long,4.08,4.14
0,61,short,6.279,6.354
0,61,long,4.08,4.14
0,62,short,6.249,6.324
0,62,long,4.08,4.14
1,10,short,6.507,6.579
1,10,long,4.52,4.567
1,11,short,6.636,6.708
1,11,long,4.52,4.567
1,12,short,6.66,6.732
1,12,long,4.52,4.567
1,13,short,6.627,6.699
1,13,long,4.52,4.567
1,14,short,6.525,6.597
1,14,long,4.52,4.567
1,15,short,6.375,6.447
1,15,long,4.52,4.567
1,16,short,6.446,6.518
1,16,long,4.52,4.567
1,17,short,6.445,6.517
1,17,long,4.52,4.567
1,18,short,6.222,6.295
1,18,long,4.52,4.567
1,19,short,6.467,6.539
1,19,long,4.52,4.567
1,20,short,6.424,6.496
1,20,long,4.52,4.567
1,21,short,6.514,6.586
1,21,long,4.52,4.567
1,22,short,6.629,6.701
1,22,long,4.52,4.567
1,24,short,6.724,6.796
1,24,long,4.52,4.567
1,25,short,6.824,6.896
1,25,long,4.52,4.567
1,26,short,6.729,6.801
1,26,long,4.52,4.567
1,27,short,6.913,6.985
1,27,long,4.52,4.567
1,28,short,6.894,6.966
1,28,long,4.52,4.567
1,29,short,6.82,6.892
1,29,long,4.52,4.567
1,30,short,6.994,7.067
1,30,long,4.52,4.567
1,31,short,6.825,6.897
1,31,long,4.52,4.567
1,32,short,7.109,7.181
1,32,long,4.52,4.567
1,33,short,7.004,7.076
1,33,long,4.52,4.567
1,34,short,6.975,7.047
1,34,long,4.52,4.567
1,35,short,6.895,6.967
1,35,long,4.52,4.567
1,36,short,6.836,6.908
1,36,long,4.52,4.567
1,37,short,6.797,6.87
1,37,long,4.52,4.567
1,39,short,6.878,6.95
1,39,long,4.52,4.567
1,40,short,6.726,6.798
1,40,long,4.52,4.567
1,41,short,6.685,6.758
1,41,long,4.52,4.567
1,42,short,6.527,6.599
1,42,long,4.52,4.567
1,43,short,6.485,6.557
1,43,long,4.52,4.567
1,44,short,6.64,6.712
1,44,long,4.52,4.567
1,45,short,6.831,6.904
1,45,long,4.52,4.567
1,46,short,6.632,6.704
1,46,long,4.52,4.567
1,47,short,6.669,6.741
1,47,long,4.52,4.567
1,48,short,6.596,6.668
1,48,long,4.52,4.567
1,49,short,6.495,6.567
1,49,long,4.52,4.567
1,50,short,6.428,6.5
1,50,long,4.52,4.567
1,51,short,6.3,6.372
1,51,long,4.52,4.567
1,52,short,6.053,6.125
1,52,long,4.52,4.567
1,53,short,5.994,6.066
1,53,long,4.52,4.567
1,54,short,5.913,5.985
1,54,long,4.52,4.567
1,55,short,5.749,5.822
1,55,long,4.52,4.567
1,56,short,6.041,6.114
1,56,long,4.52,4.567
1,57,short,6.163,6.235
1,57,long,4.52,4.567
1,58,short,6.216,6.288
1,58,long,4.52,4.567
1,61,short,6.09,6.162
1,61,long,4.52,4.567
1,62,short,6.104,6.176
1,62,long,4.52,4.567
1,63,short,6.283,6.355
1,63,long,4.52,4.567
1,64,short,6.241,6.313
1,64,long,4.52,4.567
1,65,short,6.441,6.513
1,65,long,4.52,4.567
1,66,short,6.53,6.603
1,66,long,4.52,4.567
1,67,short,6.664,6.736
1,67,long,4.52,4.567
1,69,short,6.684,6.757
1,69,long,4.52,4.567
2,16,short,8.653,8.733
2,16,long,6.873,6.969
2,17,short,8.436,8.516
2,17,long,6.873,6.969
2,18,short,8.663,8.743
2,18,long,6.873,6.969
2,19,short,8.635,8.715
2,19,long,6.873,6.969
2,20,short,8.291,8.371
2,20,long,6.873,6.969
2,21,short,8.322,8.402
2,21,long,6.873,6.969
2,22,short,8.324,8.404
2,22,long,6.873,6.969
2,23,short,8.51,8.59
2,23,long,6.873,6.969
2,24,short,8.599,8.679
2,24,long,6.873,6.969
2,25,short,8.479,8.559
2,25,long,6.873,6.969
2,26,short,8.649,8.729
2,26,long,6.873,6.969
2,27,short,8.75,8.83
2,27,long,6.873,6.969
2,28,short,8.865,8.945
2,28,long,6.873,6.969
2,29,short,8.695,8.775
2,29,long,6.873,6.969
2,30,short,8.762,8.842
2,30,long,6.873,6.969
2,31,short,8.813,8.893
2,31,long,6.873,6.969
2,32,short,8.97,9.05
2,32,long,6.873,6.969
2,33,short,8.906,8.986
2,33,long,6.873,6.969
2,34,short,8.764,8.844
2,34,long,6.873,6.969
2,35,short,8.834,8.914
2,35,long,6.873,6.969
2,36,short,8.755,8.835
2,36,long,6.873,6.969
2,37,short,8.797,8.877
2,37,long,6.873,6.969
2,38,short,8.758,8.838
2,38,long,6.873,6.969
2,39,short,8.726,8.806
2,39,long,6.873,6.969
2,40,short,8.732,8.813
2,40,long,6.873,6.969
2,41,short,8.692,8.773
2,41,long,6.873,6.969
2,42,short,8.675,8.755
2,42,long,6.873,6.969
2,43,short,8.596,8.677
2,43,long,6.873,6.969
2,44,short,8.726,8.806
2,44,long,6.873,6.969
2,45,short,8.754,8.834
2,45,long,6.873,6.969
2,46,short,8.756,8.836
2,46,long,6.873,6.969
2,47,short,8.695,8.775
2,47,long,6.873,6.969
2,48,short,8.602,8.683
2,48,long,6.873,6.969
2,50,short,8.533,8.613
2,50,long,6.873,6.969
2,51,short,8.542,8.622
2,51,long,6.873,6.969
2,52,short,8.457,8.537
2,52,long,6.873,6.969
2,53,short,8.386,8.466
2,53,long,6.873,6.969
2,54,short,8.406,8.486
2,54,long,6.873,6.969
2,55,short,8.261,8.341
2,55,long,6.873,6.969
2,56,short,8.337,8.417
2,56,long,6.873,6.969
2,57,short,8.492,8.572
2,57,long,6.873,6.969
2,58,short,8.452,8.532
2,58,long,6.873,6.969
2,59,short,8.531,8.611
2,59,long,6.873,6.969
2,60,short,8.772,8.852
2,60,long,6.873,6.969
2,61,short,8.604,8.684
2,61,long,6.873,6.969
2,62,short,8.599,8.68
2,62,long,6.873,6.969
2,63,short,8.429,8.51
2,63,long,6.873,6.969
2,64,short,8.655,8.735
2,64,long,6.873,6.969
2,65,short,8.776,8.856
2,65,long,6.873,6.969
2,66,short,8.659,8.739
2,66,long,6.873,6.969
2,67,short,8.962,9.042
2,67,long,6.873,6.969
2,68,short,8.686,8.767
2,68,long,6.873,6.969
2,69,short,8.656,8.736
2,69,long,6.873,6.969
2,70,short,8.791,8.871
2,70,long,6.873,6.969
2,71,short,8.682,8.762
2,71,long,6.873,6.969
2,73,short,8.891,8.971
2,73,long,6.873,6.969
2,74,short,8.597,8.677
2,74,long,6.873,6.969
2,75,short,8.723,8.804
2,75,long,6.873,6.969
3,27,short,6.837,6.936
3,27,long,4.532,4.594
3,28,short,6.913,7.011
3,28,long,4.532,4.594
3,29,short,6.833,6.931
3,29,long,4.532,4.594
3,30,short,6.84,6.939
3,30,long,4.532,4.594
3,31,short,6.642,6.741
3,31,long,4.532,4.594
3,32,short,6.688,6.787
3,32,long,4.532,4.594
3,33,short,6.588,6.686
3,33,long,4.532,4.594
3,34,short,6.574,6.672
3,34,long,4.532,4.594
3,35,short,6.617,6.715
3,35,long,4.532,4.594
3,36,short,6.501,6.6
3,36,long,4.532,4.594
3,38,short,6.417,6.515
3,39,short,6.319,6.418
3,39,long,4.532,4.594
3,40,short,6.32,6.418
3,40,long,4.532,4.594
3,41,short,6.387,6.486
3,41,long,4.532,4.594
3,42,short,6.429,6.528
3,42,long,4.532,4.594
3,43,short,6.357,6.456
3,43,long,4.532,4.594
3,44,short,6.559,6.657
3,44,long,4.532,4.594
3,45,short,6.74,6.838
3,45,long,4.532,4.594
3,47,short,6.983,7.082
3,47,long,4.532,4.594
3,48,short,7.032,7.131
3,48,long,4.532,4.594
3,49,short,6.843,6.942
3,49,long,4.532,4.594
3,50,short,6.89,6.988
3,50,long,4.532,4.594
3,51,short,6.681,6.779
3,51,long,4.532,4.594
3,52,short,6.623,6.722
3,52,long,4.532,4.594
3,54,short,6.467,6.566
3,54,long,4.532,4.594
3,55,short,6.377,6.476
3,55,long,4.532,4.594
3,56,short,6.508,6.606
3,56,long,4.532,4.594
3,57,short,6.353,6.451
3,57,long,4.532,4.594
3,58,short,6.178,6.277
3,58,long,4.532,4.594
3,59,short,6.363,6.461
3,59,long,4.532,4.594
3,60,short,6.581,6.679
3,60,long,4.532,4.594
3,61,short,6.401,6.5
3,61,long,4.532,4.594
3,62,short,6.411,6.509
3,62,long,4.532,4.594
3,63,short,6.517,6.615
3,63,long,4.532,4.594
3,64,short,6.651,6.749
3,64,long,4.532,4.594
3,65,short,6.884,6.983
3,65,long,4.532,4.594
3,66,short,6.728,6.827
3,66,long,4.532,4.594
3,67,short,6.846,6.944
3,67,long,4.532,4.594
3,68,short,7.02,7.119
3,68,long,4.532,4.594
3,69,short,6.928,7.027
3,69,long,4.532,4.594
3,71,short,6.883,6.982
3,71,long,4.532,4.594
3,72,short,6.625,6.723
3,72,long,4.532,4.594
3,73,short,6.471,6.569
3,73,long,4.532,4.594
3,74,short,6.522,6.621
3,74,long,4.532,4.594
3,75,short,6.405,6.504
3,75,long,4.532,4.594
3,76,short,6.406,6.504
3,76,long,4.532,4.594
3,77,short,6.45,6.548
3,78,short,6.708,6.807
3,78,long,4.532,4.594
3,79,short,6.835,6.934
3,80,short,7.029,7.127
3,80,long,4.532,4.594
3,81,short,6.984,7.082
3,82,short,6.968,7.067
3,82,long,4.532,4.594
3,83,short,7.073,7.171
3,83,long,4.532,4.594
3,84,short,7.057,7.156
3,84,long,4.532,4.594
3,85,short,7.013,7.111
3,85,long,4.532,4.594
3,86,short,6.927,7.025
3,86,long,4.532,4.594
4,36,short,6.433,6.516
4,36,long,4.327,4.401
4,37,short,6.348,6.431
4,37,long,4.327,4.401
4,38,short,6.297,6.38
4,38,long,4.327,4.401
4,39,short,6.379,6.462
4,39,long,4.327,4.401
4,40,short,6.426,6.509
4,40,long,4.327,4.401
4,41,short,6.455,6.538
4,41,long,4.327,4.401
4,42,short,6.339,6.422
4,42,long,4.327,4.401
4,43,short,6.224,6.307
4,43,long,4.327,4.401
4,44,short,6.34,6.423
4,44,long,4.327,4.401
4,45,short,6.271,6.353
4,45,long,4.327,4.401
4,46,short,6.266,6.349
4,46,long,4.327,4.401
4,47,short,6.257,6.339
4,47,long,4.327,4.401
4,48,short,6.187,6.27
4,48,long,4.327,4.401
4,49,short,5.984,6.066
4,49,long,4.327,4.401
4,50,short,5.937,6.02
4,50,long,4.327,4.401
4,51,short,5.953,6.036
4,51,long,4.327,4.401
4,52,short,5.983,6.066
4,52,long,4.327,4.401
4,53,short,5.905,5.988
4,53,long,4.327,4.401
4,54,short,5.873,5.956
4,54,long,4.327,4.401
4,55,short,5.756,5.839
4,55,long,4.327,4.401
4,56,short,5.887,5.97
4,56,long,4.327,4.401
4,57,short,6.006,6.089
4,57,long,4.327,4.401
4,58,short,5.969,6.052
4,58,long,4.327,4.401
4,59,short,5.961,6.044
4,59,long,4.327,4.401
4,60,short,6.016,6.099
4,60,long,4.327,4.401
4,61,short,5.701,5.784
4,61,long,4.327,4.401
4,62,short,5.67,5.753
4,62,long,4.327,4.401
4,63,short,5.789,5.872
4,63,long,4.327,4.401
4,64,short,5.693,5.775
4,64,long,4.327,4.401
4,65,short,5.954,6.037
4,65,long,4.327,4.401
4,66,short,5.97,6.053
4,66,long,4.327,4.401
4,67,short,6.182,6.265
4,67,long,4.327,4.401
4,68,short,6.269,6.352
4,68,long,4.327,4.401
4,69,short,6.204,6.287
4,69,long,4.327,4.401
4,70,short,6.251,6.334
4,70,long,4.327,4.401
4,71,short,6.24,6.323
4,71,long,4.327,4.401
4,72,short,6.218,6.3
4,72,long,4.327,4.401
4,73,short,6.141,6.223
4,73,long,4.327,4.401
4,75,short,6.097,6.18
4,75,long,4.327,4.401
4,76,short,6.1,6.183
4,76,long,4.327,4.401
4,77,short,5.995,6.078
4,77,long,4.327,4.401
4,78,short,6.051,6.134
4,78,long,4.327,4.401
4,79,short,6.162,6.245
4,79,long,4.327,4.401
4,80,short,6.307,6.39
4,80,long,4.327,4.401
4,81,short,6.415,6.498
4,81,long,4.327,4.401
4,82,short,6.338,6.421
4,82,long,4.327,4.401
4,83,short,6.225,6.308
4,83,long,4.327,4.401
4,85,short,6.185,6.268
4,85,long,4.327,4.401
4,86,short,6.219,6.302
4,86,long,4.327,4.401
4,87,short,6.355,6.438
4,87,long,4.327,4.401
4,88,short,6.286,6.369
4,88,long,4.327,4.401
4,89,short,6.133,6.216
4,89,long,4.327,4.401
4,90,short,6.331,6.414
4,90,long,4.327,4.401
4,91,short,6.448,6.531
4,91,long,4.327,4.401
4,92,short,6.174,6.257
4,92,long,4.327,4.401
4,93,short,6.539,6.622
4,93,long,4.327,4.401
4,94,short,6.416,6.499
4,94,long,4.327,4.401
4,95,short,6.435,6.518
4,95,long,4.327,4.401
5,39,short,6.86,6.939
5,39,long,4.99,5.053
5,41,short,6.78,6.859
5,41,long,4.99,5.053
5,42,short,6.884,6.963
5,42,long,4.99,5.053
5,43,short,6.84,6.919
5,43,long,4.99,5.053
5,44,short,6.899,6.978
5,44,long,4.99,5.053
5,45,short,6.87,6.95
5,45,long,4.99,5.053
5,46,short,6.76,6.839
5,46,long,4.99,5.053
5,47,short,6.906,6.985
5,47,long,4.99,5.053
5,48,short,6.941,7.02
5,48,long,4.99,5.053
5,49,short,7.005,7.084
5,49,long,4.99,5.053
5,50,short,6.869,6.948
